mineral_name,rruff_id,laser_nm,data_type,source_file,has_xrd,elements_detected,chemical_family,n_elements,avg_electronegativity,avg_atomic_mass,reduced_formula,matbench_gap_pbe,matbench_is_metal,matbench_e_form
Dmitryvarlamovite,R250024,633.0,Processed,Dmitryvarlamovite__R250024__Raman__633______Raman_Data_Processed__ea6bb74f8eb769f2cda9f2939db8.txt,True,,Unknown,,,,,,,
Rinkite-(Ce),R050229,780.0,Processed,Rinkite-(Ce)__R050229__Raman__780______Raman_Data_Processed__6352972fad1751463fed4c30ade7.txt,False,,Unknown,,,,,,,
Freieslebenite,R060174,532.0,Processed,Freieslebenite__R060174__Broad_Scan__532__0__unoriented__Raman_Data_Processed__e604b03379da105770ed27931b0e.txt,False,,Unknown,,,,,,,
Rutile,R050417-4,514.0,Processed,Rutile__R050417-4__Raman__514__0-000__depolarized__Raman_Data_Processed__fcb5ff728e9b2f61e505c6fb7685.txt,False,"El,Fe,Ka,La,Nb,O,Ox,Pk,Ti,Wt",Unknown,,,,,,,
Sursassite,R060336,780.0,Processed,Sursassite__R060336__Raman__780______Raman_Data_Processed__b034d1fc45c9d98e075805e57c2c.txt,False,,Unknown,,,,,,,
Talc,R040137-3,514.0,Processed,Talc__R040137-3__Raman__514__0-000__depolarized__Raman_Data_Processed__712f6df5431b6b72ca76069b6530.txt,False,,Unknown,,,,,,,
Emeleusite,R061034,532.0,Processed,Emeleusite__R061034__Raman__532______Raman_Data_Processed__6eb35210acfd4576389828536bf9.txt,False,"Al,Ca,Cl,Cr,El,F,Fe,K,Ka,Li,Mg,Mn,Na,O,Ox,Pk,Si,Ti,Wt,Zr",Unknown,1.0,0.0,,Emeleusite,,,
Phenakite,R040132,514.0,Processed,Phenakite__R040132__Raman__514______Raman_Data_Processed__f90678e20d7b2e388206532ee52e.txt,False,,Unknown,,,,,,,
Calderonite,R050538,780.0,Processed,Calderonite__R050538__Raman__780______Raman_Data_Processed__9a8441a3a4b682f8f78766f6c91d.txt,False,"Al,As,Ca,Cr,Cu,El,Fe,H,Ka,La,Ma,Mg,Mn,O,Ox,P,Pb,Pk,S,Ti,V,Wt,Zn",Unknown,,,,,,,
Tokkoite,R140848,780.0,Processed,Tokkoite__R140848__Raman__780______Raman_Data_Processed__1661074253aa842fbf03d7f55fcb.txt,False,,Unknown,,,,,,,
Natrolite,R040112-3,514.0,Processed,Natrolite__R040112-3__Raman__514__0-000__depolarized__Raman_Data_Processed__223ca0ea91e85508435980d3ff9a.txt,False,"Al,Ca,Cr,El,Fe,K,Ka,Mg,Mn,Na,O,Ox,Pk,Si,Wt",Unknown,,,,,,,
Gotzenite,R141182,780.0,Processed,Gotzenite__R141182__Broad_Scan__780__0__unoriented__Raman_Data_Processed__03c10cefe1cb741c8a754606fab1.txt,False,"Cl,D,F,O,S,Ti,Wt,Y",Unknown,1.0,0.0,,Gotzenite,,,
Georgechaoite,R100082,532.0,Processed,Georgechaoite__R100082__Raman__532______Raman_Data_Processed__cc0be4a0a4564e6175d35c33f2a9.txt,False,,Unknown,,,,,,,
Edingtonite,R040003-3,514.0,Processed,Edingtonite__R040003-3__Raman__514__0-000__depolarized__Raman_Data_Processed__fe85e0d14a554847be8dbd33966a.txt,False,"Al,Ba,Ca,Cl,Cr,El,F,Fe,H,K,Ka,La,Mg,Mn,Na,O,Ox,Pk,Si,Ti",Unknown,1.0,0.0,,Edingtonite,,,
Hisingerite,R070695,780.0,RAW,Hisingerite__R070695__Broad_Scan__780__0__unoriented__Raman_Data_Raw__0e169d3b43639b3c6a2a26330b58.txt,False,,Unknown,,,,,,,
Beryl,R040002-5,514.0,Processed,Beryl__R040002-5__Raman__514__0-000__depolarized__Raman_Data_Processed__91041c7087d83ce15327a7e14c91.txt,False,"Al,Be,Ca,Cr,El,Fe,K,Ka,Li,Mg,Na,O,Ox,Pk,Sc,Si,V,Wt",Unknown,,,,,,,
Whewellite,R050240-5,514.0,Processed,Whewellite__R050240-5__Raman__514__0-000__depolarized__Raman_Data_Processed__e5a4f43844ac66b15ca1320cad5c.txt,False,"Al,Ca,Cr,El,F,Fe,K,Ka,Mg,Mn,Na,O,Ox,Pk,Si,Wt",Unknown,,,,,,,
Clinosafflorite,R130389,780.0,Processed,Clinosafflorite__R130389__Broad_Scan__780__0__unoriented__Raman_Data_Processed__6b12695b43d5724922a4bd69def4.txt,False,,Unknown,,,,,,,
Georgbokiite,R070111,532.0,Processed,Georgbokiite__R070111__Raman__532______Raman_Data_Processed__e520f95217bb1f870b6385de28f8.txt,False,"Cl,Cu,El,Ka,La,O,Ox,Pk,Se,Wt,Zn",Unknown,,,,,,,
Epidote,R110129,532.0,Processed,Epidote__R110129__Broad_Scan__532__0__unoriented__Raman_Data_Processed__00e6cdd1ce840a60266df64298e4.txt,False,"Al,Ca,Cl,Cr,El,F,Fe,K,Ka,Mg,Mn,Na,O,Ox,Pk,Si,Ti,Wt",Unknown,1.0,0.0,,Epidote,,,
Macdonaldite,R060770,785.0,Processed,Macdonaldite__R060770__Broad_Scan__785__0__unoriented__Raman_Data_Processed__3f970f572dd23706342ecea2cf75.txt,False,,Unknown,1.0,0.0,,Macdonaldite,,,
Cerussite,R050174,532.0,Processed,Cerussite__R050174__Raman__532______Raman_Data_Processed__16924332847c5a2b2f58f842a9ee.txt,False,"C,El,Ma,O,Ox,Pb,Pk,Wt",Unknown,,,,,,,
Molybdofornacite,R150121,532.0,Processed,Molybdofornacite__R150121__Raman__532______Raman_Data_Processed__7906ac6f2a63b935177015f5fe42.txt,False,"Al,As,Cr,Cu,El,F,Fe,H,Ka,La,Ma,Mg,Mn,Mo,O,Ox,P,Pb,Pk,S,Ti,W,Wt,Zn",Unknown,,,,,,,
Bianchite,R070020,785.0,Processed,Bianchite__R070020__Broad_Scan__785__0__unoriented__Raman_Data_Processed__34238e94d81fa56e354810d2cf8d.txt,False,,Unknown,,,,,,,
Decrespignyite-(Y),R060302,532.0,Processed,Decrespignyite-(Y)__R060302__Raman__532______Raman_Data_Processed__2f55da809d513385c97aeb423354.txt,False,,Unknown,,,,,,,
Raslakite,R070071,785.0,RAW,Raslakite__R070071__Broad_Scan__785__0__unoriented__Raman_Data_Raw__b1b0fb8bbccb53ffa19a88c8a243.txt,False,,Unknown,,,,,,,
Clinohumite,R040122,532.0,Processed,Clinohumite__R040122__Raman__532______Raman_Data_Processed__1e32950912794353a56b878b3f3d.txt,False,"Al,Ca,Cl,Cr,El,F,Fe,K,Ka,Mg,Mn,Na,O,Ox,Pk,Si,Ti,Wt",Unknown,,,,,,,
Corundum,R110097,532.0,RAW,Corundum__R110097__Broad_Scan__532__0__unoriented__Raman_Data_Raw__6bbd0f1999fd68f2fb487e0fb107.txt,False,"Al,El,Fe,Ka,O,Ox,Pk,Wt",Unknown,,,,,,,
Pharmacolite,R070517,785.0,Processed,Pharmacolite__R070517__Raman__785______Raman_Data_Processed__9b23d5fbef152cbb08a805915160.txt,False,"Al,As,Ca,Cr,Cu,El,Fe,Ka,La,Mg,Mn,Na,O,Ox,P,Pk,S,Wt,Zn",Unknown,,,,,,,
Valleriite,R070750,532.0,Processed,Valleriite__R070750__Raman__532______Raman_Data_Processed__68fdb1d9ab1e9f99ffe27a20e134.txt,False,,Unknown,,,,,,,
Lianbinite,R220025,780.0,Processed,Lianbinite__R220025__Raman__780______Raman_Data_Processed__9f31838f0fa308542e8a4315d273.txt,False,,Unknown,,,,,,,
Elbaite,X050067,514.0,RAW,Elbaite__X050067__Raman__514______Raman_Data_RAW__8b317a05886e4816ceedb2d7f2d1.txt,False,"Al,B,Ca,Cr,El,F,Fe,H,K,Ka,Li,Mg,Mn,Na,O,Ox,Pk,Si,Ti,Wt",Unknown,1.0,0.0,,Elbaite,,,
Muscovite,R060266,780.0,Processed,Muscovite__R060266__Raman__780______Raman_Data_Processed__62e07d89f8796176591556953dde.txt,False,"Al,Ca,Cr,El,F,Fe,K,Ka,Mg,Mn,Na,O,Ox,Pk,Si,Ti,Wt",Unknown,1.0,0.0,,Muscovite,,,
Corundum,R110110,532.0,Processed,Corundum__R110110__Raman__532______Raman_Data_Processed__6efb6b12bec6bfc5ba468ae9cff0.txt,False,"Al,El,Fe,Ka,O,Ox,Pk,Wt",Unknown,,,,,,,
WyartiteII,R090061,532.0,Processed,WyartiteII__R090061__Broad_Scan__532__0__unoriented__Raman_Data_Processed__49020e6f649debfbe2444c0b83f4.txt,False,,Unknown,,,,,,,
Hedleyite,R100114,780.0,Processed,Hedleyite__R100114__Raman__780______Raman_Data_Processed__65c5053e78b8e4344d44af8783eb.txt,False,,Unknown,,,,,,,
Topaz,R040121,532.0,Processed,Topaz__R040121__Raman__532______Raman_Data_Processed__f10b84556d86a15c8b459ec1824b.txt,False,,Unknown,,,,,,,
Surite,R110145,532.0,Processed,Surite__R110145__Raman__532______Raman_Data_Processed__f81ce72fcf0101fad3572fcdb683.txt,False,,Unknown,,,,,,,
Fetiasite,R100014,780.0,Processed,Fetiasite__R100014__Broad_Scan__780__0__unoriented__Raman_Data_Processed__46d8e401dcedb36a6a150fa61698.txt,False,,Unknown,,,,,,,
Baryte,R040036-4,120.0,Processed,Baryte__R040036-4__Raman__514__120-000__ccw__Raman_Data_Processed__a0acd9591995875a8c2ee3680921.txt,False,"Ba,Ca,El,Ka,La,O,Ox,Pk,S,Sr,Wt",Unknown,,,,,,,
Gersdorffite,R070343,785.0,Processed,Gersdorffite__R070343__Broad_Scan__785__0__unoriented__Raman_Data_Processed__18bd008e08a335a98a53da808137.txt,False,"As,Co,El,Fe,Ka,Ni,Ox,Pk,S,Wt",Unknown,,,,,,,
Fluorapatite,R060184-3,514.0,Processed,Fluorapatite__R060184-3__Raman__514__0-000__depolarized__Raman_Data_Processed__9d23c1a22f799e7447745fc3076c.txt,False,"C,Ca,El,F,Ka,O,Ox,P,Pk",Unknown,,,,,,,
Microcline,R040154-7,514.0,Processed,Microcline__R040154-7__Raman__514__0-000__depolarized__Raman_Data_Processed__70bfaf8621c54f8a9576ef900863.txt,False,"Al,Ba,Ca,Cr,Fe,K,Na,On,Si,Sr,Wt",Unknown,1.0,0.0,,Microcline,,,
Yarrowite,R060536,532.0,Processed,Yarrowite__R060536__Raman__532______Raman_Data_Processed__f2de5ae148be7696982efd03a16d.txt,False,,Unknown,,,,,,,
Boleite,R130099,532.0,Processed,Boleite__R130099__Raman__532______Raman_Data_Processed__ed95a638ce85b47b2bb669e822a0.txt,False,,Unknown,,,,,,,
Ruifrancoite,R070049,785.0,Processed,Ruifrancoite__R070049__Broad_Scan__785__0__unoriented__Raman_Data_Processed__20aedde1c052aaf8fb98a4ca39b7.txt,False,,Unknown,,,,,,,
Dravite,R050077,785.0,Processed,Dravite__R050077__Broad_Scan__785__0__unoriented__Raman_Data_Processed__2ac589d267c7d1a0c89a0d79ef11.txt,False,"Al,B,Ca,Cr,El,Fe,H,Ka,Mg,Mn,Na,O,Ox,Pk,Si,Ti,Wt",Unknown,,,,,,,
Cerussite,R040069,514.0,Processed,Cerussite__R040069__Raman__514______Raman_Data_Processed__aed68ad85c096a0dbd1614724f37.txt,False,"C,El,Ma,O,Ox,Pb,Pk,Wt",Unknown,,,,,,,
Eucryptite,R070248,785.0,Processed,Eucryptite__R070248__Raman__785______Raman_Data_Processed__995df2512f07dfe461cdbf3bf5ec.txt,False,,Unknown,,,,,,,
Magnetite,R140861,532.0,Processed,Magnetite__R140861__Broad_Scan__532__0__unoriented__Raman_Data_Processed__0ed82076e63a3da95cc66587f76b.txt,False,,Unknown,1.0,0.0,,Magnetite,,,
Julgoldite-(Fe3+),R070261,532.0,Processed,Julgoldite-(Fe3+)__R070261__Raman__532______Raman_Data_Processed__70a83dd6d6412a7d6167e8727def.txt,False,,Unknown,,,,,,,
Catapleiite,R060198-4,514.0,Processed,Catapleiite__R060198-4__Raman__514__0-000__depolarized__Raman_Data_Processed__908cf0238db1735ac1691d00de0e.txt,False,"Al,Ca,Cl,Cr,El,Fe,K,Ka,La,Mg,Mn,Na,O,Ox,Pk,Si,Ti,Wt,Zr",Unknown,,,,,,,
Chalcocite,R130757,532.0,Processed,Chalcocite__R130757__Broad_Scan__532__0__unoriented__Raman_Data_Processed__67262e694ec6c044034160e7ac1a.txt,False,"Ag,At,Cu,F,No,S,Wt",Unknown,,,,,,,
Schoepite,R080082,780.0,Processed,Schoepite__R080082__Broad_Scan__780__0__unoriented__Raman_Data_Processed__aa9afe03900bf3713970afcf9656.txt,False,,Unknown,,,,,,,
Heulandite-Ca,R050097-3,514.0,Processed,Heulandite-Ca__R050097-3__Raman__514__0-000__depolarized__Raman_Data_Processed__39442c323f4ba3cb93df1b9c822a.txt,False,"Al,Ba,Ca,Cr,El,F,Fe,K,Ka,La,Mg,Mn,Na,O,Ox,Pk,Si,Ti,Wt",Unknown,,,,,,,
Wurtzite,R130069,780.0,Processed,Wurtzite__R130069__Broad_Scan__780__0__unoriented__Raman_Data_Processed__7b33c1804ecd4750adf6b521423e.txt,False,,Unknown,,,,,,,
Boussingaultite,R070597,532.0,Processed,Boussingaultite__R070597__Raman__532______Raman_Data_Processed__7e1058f6c541daa1f704213b6cd4.txt,False,,Unknown,,,,,,,
Changoite,R110213,780.0,Processed,Changoite__R110213__Broad_Scan__780__0__unoriented__Raman_Data_Processed__b6b8a96c58802a6e9a10294e53df.txt,False,,Unknown,,,,,,,
Lithiophilite,R070303,532.0,Processed,Lithiophilite__R070303__Raman__532______Raman_Data_Processed__6cf01351cdcea072650a662ea765.txt,False,"Al,As,Ca,Cr,El,Fe,K,Ka,Li,Mg,Mn,Na,O,Ox,P,Pk,S,Wt",Unknown,,,,,,,
Stilbite-Ca,R050106,514.0,Processed,Stilbite-Ca__R050106__Raman__514______Raman_Data_Processed__dfa4c53195158a2129b765d75661.txt,False,"Al,Ca,Cr,El,Fe,H,K,Ka,Mg,Mn,Na,O,Ox,Pk,Si,Ti",Unknown,,,,,,,
Molybdofornacite,R061057,785.0,Processed,Molybdofornacite__R061057__Raman__785______Raman_Data_Processed__7b3cea8a4d3f7d828b7a257ecd21.txt,False,"Al,As,Cr,Cu,El,F,Fe,H,Ka,La,Ma,Mg,Mn,Mo,O,Ox,P,Pb,Pk,S,Ti,W,Wt,Zn",Unknown,,,,,,,
Bannisterite,R060817,785.0,Processed,Bannisterite__R060817__Raman__785______Raman_Data_Processed__c4c2de468c5f6fbec9941c7c5ed8.txt,False,"Al,Ca,Cr,El,Fe,K,Ka,Mg,Mn,Na,O,Ox,Pk,Si,Ti,Wt,Zn",Unknown,,,,,,,
Caffeine,D120006,532.0,Processed,Caffeine__D120006__Broad_Scan__532__0__unoriented__Raman_Data_Processed__834d2dea62832cab40d001c8fcd8.txt,False,,Unknown,,,,,,,
Triphylite,R100156,780.0,Processed,Triphylite__R100156__Raman__780______Raman_Data_Processed__ea1d613f495745a8477bb8f6d2f3.txt,False,,Unknown,,,,,,,
Salammoniac,R061022,532.0,Processed,Salammoniac__R061022__Broad_Scan__532__0__unoriented__Raman_Data_Processed__8b37f14a3382585c5d4cad91d0e2.txt,False,"Al,Ca,Cl,Cr,El,F,Fe,Ka,Na,O,Ox,Pk",Unknown,,,,,,,
Skachaite,R250116,633.0,Processed,Skachaite__R250116__Raman__633______Raman_Data_Processed__42d51855bc1eac1806482038ab47.txt,False,,Unknown,,,,,,,
Rodalquilarite,R130549,780.0,Processed,Rodalquilarite__R130549__Broad_Scan__780__0__unoriented__Raman_Data_Processed__83dec02318ee14a615a254067ac1.txt,False,,Unknown,1.0,0.0,,Rodalquilarite,,,
Kryzhanovskite,R130691,532.0,Processed,Kryzhanovskite__R130691__Raman__532______Raman_Data_Processed__e47471120caa7f23c9aa5faa7aa2.txt,False,Wt,Unknown,,,,,,,
Calcite,R050048-3,514.0,Processed,Calcite__R050048-3__Raman__514__0-000__depolarized__Raman_Data_Processed__a2d3a77bcf115391a3291e14840f.txt,False,"Ba,Ca,On,Sr,Wt",Unknown,,,,,,,
Richelsdorfite,R130552,532.0,Processed,Richelsdorfite__R130552__Broad_Scan__532__0__unoriented__Raman_Data_Processed__ddb6b670fe95dae7954c20fd49ff.txt,False,,Unknown,1.0,0.0,,Richelsdorfite,,,
Elbaite,R060566,780.0,Processed,Elbaite__R060566__Broad_Scan__780__0__unoriented__Raman_Data_Processed__f9c7713f8f6c2e927ac2e14f9440.txt,False,"Al,B,Ca,Cr,El,F,Fe,H,K,Ka,Li,Mg,Mn,Na,O,Ox,Pk,Si,Ti,Wt",Unknown,1.0,0.0,,Elbaite,,,
Polkanovite,R070076,785.0,Processed,Polkanovite__R070076__Broad_Scan__785__0__unoriented__Raman_Data_Processed__0d85a717951fa308361e36226c3e.txt,False,"As,Cu,El,Fe,Ir,Ka,La,Lb,Ma,Ni,Os,Ox,Pd,Pk,Pt,Rh,Ru,Sb,Wt",Unknown,,,,,,,
Tunellite,R070755,532.0,Processed,Tunellite__R070755__Raman__532______Raman_Data_Processed__5e887064736896e9a175ca893e23.txt,False,,Unknown,,,,,,,
Natrolite,"R040022perptofiberaxes,paralleltofibers",514.0,Processed,"Natrolite__R040022perptofiberaxes,paralleltofibers__Raman__514______Raman_Data_Processed__5425c1993d65417a40d0c5060aa2.txt",False,"Al,Ca,Cr,El,Fe,K,Ka,Mg,Mn,Na,O,Ox,Pk,Si,Wt",Unknown,,,,,,,
Barbosalite,R070358,532.0,Processed,Barbosalite__R070358__Raman__532______Raman_Data_Processed__08ecd06ed1267e8bc4ecb6524029.txt,False,"Al,As,Ca,El,F,Fe,Ka,Mg,Mn,O,Ox,P,Pk,S,Wt",Unknown,,,,,,,
Topaz,R050199,514.0,Processed,Topaz__R050199__Raman__514______Raman_Data_Processed__29b8d17adfbf3fc1433caf99b02e.txt,False,,Unknown,,,,,,,
Vanalite,R061117,532.0,Processed,Vanalite__R061117__Raman__532______Raman_Data_Processed__8bae3b7af2e03d5c1e2b397d1859.txt,False,,Unknown,,,,,,,
Rhodonite,R040041-4,514.0,Processed,Rhodonite__R040041-4__Raman__514__0-000__depolarized__Raman_Data_Processed__b8f941e1f5a4eac23cfbb4acde21.txt,False,"Al,Ca,Cr,El,Fe,K,Ka,Mg,Mn,Na,O,Ox,Pk,Si,Ti,Wt",Unknown,,,,,,,
Variscite,R040180,532.0,Processed,Variscite__R040180__Raman__532______Raman_Data_Processed__e6cab42e119e341646db732e9a37.txt,False,,Unknown,,,,,,,
Scholzite,R050238-3,514.0,Processed,Scholzite__R050238-3__Raman__514__0-000__depolarized__Raman_Data_Processed__856606559df48bc994a2683c5449.txt,False,,Unknown,,,,,,,
Roweite,R130073,532.0,Processed,Roweite__R130073__Broad_Scan__532__0__unoriented__Raman_Data_Processed__77d26acdcad77def18bc45f4cc57.txt,False,,Unknown,1.0,0.0,,Roweite,,,
Paradamite,R050582,532.0,Processed,Paradamite__R050582__Raman__532______Raman_Data_Processed__22bc0df928dc826bbb01b64696ff.txt,False,,Unknown,,,,,,,
Iron,R070255,785.0,Processed,Iron__R070255__Broad_Scan__785__0__unoriented__Raman_Data_Processed__daee637d1e1eea1a133d87b55350.txt,False,,Unknown,,,,,,,
Forsterite,R100100,780.0,Processed,Forsterite__R100100__Raman__780______Raman_Data_Processed__4af2922d2e69450e77fd9d297a0b.txt,False,"F,S,Wt",Unknown,,,,,,,
Actinolite,R040063-4,514.0,Processed,Actinolite__R040063-4__Raman__514__0-000__depolarized__Raman_Data_Processed__1d580814d331994feaf10eeea48d.txt,False,"Al,Ca,Cr,El,F,Fe,K,Ka,Mg,Mn,Na,Pk,Si,Ti",Unknown,,,,,,,
Microcline,R040154-6,514.0,Processed,Microcline__R040154-6__Raman__514__0-000__depolarized__Raman_Data_Processed__58cd1e3ffd6a9fb06d36e08e03b5.txt,False,"Al,Ba,Ca,Cr,Fe,K,Na,On,Si,Sr,Wt",Unknown,1.0,0.0,,Microcline,,,
Umohoite,R061135,785.0,Processed,Umohoite__R061135__Raman__785______Raman_Data_Processed__33a5b2f78adb222a28d1fb645a6b.txt,False,,Unknown,,,,,,,
Atacamite,R050098,532.0,Processed,Atacamite__R050098__Raman__532______Raman_Data_Processed__62d7748a37fd3cd34dd69a28da26.txt,False,"Cl,Cu,El,Ox,Pk,Wt",Unknown,,,,,,,
Jarosite,X050106,785.0,Processed,Jarosite__X050106__Raman__785______Raman_Data_Processed__185d72b4a65ea0c4148f6a37b128.txt,False,,Unknown,1.0,0.0,,Jarosite,,,
Spessartine,R050063,514.0,Processed,Spessartine__R050063__Raman__514______Raman_Data_Processed__f4bf0c8c1464a8a44d66010d0b59.txt,False,"Al,Ca,Cr,El,Fe,K,Ka,Mg,Mn,Na,O,Ox,Pk,Si,Ti,Wt",Unknown,,,,,,,
Catapleiite,R060208,780.0,Processed,Catapleiite__R060208__Broad_Scan__780__0__unoriented__Raman_Data_Processed__dcd5c494e2921cc3ac1827603f4d.txt,False,"Al,Ca,Cl,Cr,El,Fe,K,Ka,La,Mg,Mn,Na,O,Ox,Pk,Si,Ti,Wt,Zr",Unknown,,,,,,,
Ferberite,R040044,532.0,Processed,Ferberite__R040044__Broad_Scan__532__0__unoriented__Raman_Data_Processed__bc9beefac53057a3931b0a05c3a2.txt,False,"Al,El,Fe,Ka,La,Mg,Mn,O,Ox,Pb,Pk,Ti,W,Wt,Zn",Unknown,,,,,,,
Barbosalite,R070358,785.0,Processed,Barbosalite__R070358__Raman__785______Raman_Data_Processed__c31834afbaafdd8125c5bbb4370d.txt,False,"Al,As,Ca,El,F,Fe,Ka,Mg,Mn,O,Ox,P,Pk,S,Wt",Unknown,,,,,,,
Quartz,R060604-4,514.0,Processed,Quartz__R060604-4__Raman__514__0-000__depolarized__Raman_Data_Processed__fc9a91a5c5d5f245fe7deaa21d36.txt,False,"Al,El,Fe,Ka,Mg,Mn,O,Ox,Pk,Si,Ti,Wt",Unknown,1.0,0.0,,Quartz,,,
Tumchaite,R070047,532.0,Processed,Tumchaite__R070047__Broad_Scan__532__0__unoriented__Raman_Data_Processed__fe840d2418c2dc2697f392f6a967.txt,False,,Unknown,,,,,,,
Agrinierite,R130139,532.0,Processed,Agrinierite__R130139__Raman__532______Raman_Data_Processed__eaa3533ca0e6848d833af23c9a2e.txt,False,,Unknown,,,,,,,
Fluorapatite,R050122,514.0,Processed,Fluorapatite__R050122__Raman__514______Raman_Data_Processed__d1abbb1c70796fc94c9c1e4bf834.txt,False,"C,Ca,El,F,Ka,O,Ox,P,Pk",Unknown,,,,,,,
Vernadite,R080100,532.0,Processed,Vernadite__R080100__Broad_Scan__532__0__unoriented__Raman_Data_Processed__ec19029f3a1ff4b10615998b7ddf.txt,False,,Unknown,,,,,,,
Baricite,R061045,785.0,Processed,Baricite__R061045__Raman__785______Raman_Data_Processed__1836ec6abf0e90a8c24d6743cabd.txt,False,"Al,As,Ca,Cl,Cr,El,F,Fe,H,K,Ka,La,Mg,Mn,Na,O,Ox,P,Pk,S,Si,Wt",Unknown,,,,,,,
Schoepite,R100188,780.0,Processed,Schoepite__R100188__Raman__780______Raman_Data_Processed__9440a634d3626967f77b02774189.txt,False,,Unknown,,,,,,,
Kimzeyite,R060148,780.0,Processed,Kimzeyite__R060148__Broad_Scan__780__0__unoriented__Raman_Data_Processed__db2ff873668cc0759f4e07f16691.txt,False,"Al,Ca,Cr,El,Fe,K,Ka,La,Mg,Mn,Na,Nb,O,Ox,Pk,Si,Ti,Wt,Zr",Unknown,,,,,,,
Perroudite,R060699,785.0,Processed,Perroudite__R060699__Broad_Scan__785__0__unoriented__Raman_Data_Processed__fcd6441f18078c0c2122b7073bc2.txt,False,,Unknown,,,,,,,
Sincosite,R141154,780.0,Processed,Sincosite__R141154__Broad_Scan__780__0__unoriented__Raman_Data_Processed__ec3ce2a66c3226fe5f02cea74945.txt,False,,Unknown,,,,,,,
Bystrite,R060642,780.0,Processed,Bystrite__R060642__Raman__780______Raman_Data_Processed__064a22f64e5e6ba6d1933090fe38.txt,False,,Unknown,,,,,,,
Tuperssuatsiaite,R050223,532.0,Processed,Tuperssuatsiaite__R050223__Raman__532______Raman_Data_Processed__79e5f5f286c9a01159f3f94d362d.txt,False,,Unknown,,,,,,,
Perhamite,R110142,532.0,Processed,Perhamite__R110142__Broad_Scan__532__0__unoriented__Raman_Data_Processed__2dcc9397a5be1c61c94b85214f4f.txt,False,,Unknown,,,,,,,
Magnesite,R050443,532.0,Processed,Magnesite__R050443__Raman__532______Raman_Data_Processed__7e3d99feea22ba370e2b1e1356a1.txt,False,"C,Ca,Cd,El,Fe,Ka,Mg,Mn,O,Ox,Pk,Wt",Unknown,1.0,0.0,,Magnesite,,,
Elpidite,R060214,532.0,Processed,Elpidite__R060214__Broad_Scan__532__0__unoriented__Raman_Data_Processed__35e9b99234771f6306022e764fb3.txt,False,,Unknown,1.0,0.0,,Elpidite,,,
Stilbite-Ca,R050106,532.0,Processed,Stilbite-Ca__R050106__Raman__532______Raman_Data_Processed__3bd062894ee22afcb29d4b3c3884.txt,False,"Al,Ca,Cr,El,Fe,H,K,Ka,Mg,Mn,Na,O,Ox,Pk,Si,Ti",Unknown,,,,,,,
Trolleite,R050545,780.0,Processed,Trolleite__R050545__Broad_Scan__780__0__unoriented__Raman_Data_Processed__fc0c91549410ac57628ff6879e69.txt,False,"Al,Ca,Cl,Cr,El,Fe,H,K,Ka,Mg,Mn,Na,O,Ox,P,Pk,S,Si,Ti",Unknown,,,,,,,
Billietite,R070624,780.0,Processed,Billietite__R070624__Broad_Scan__780__0__unoriented__Raman_Data_Processed__16169f52a43f989dac72bd9fe16b.txt,False,,Unknown,,,,,,,
Kalicinite,R130026,532.0,Processed,Kalicinite__R130026__Raman__532______Raman_Data_Processed__688eb784e4cbd85aeb6896704592.txt,False,,Unknown,,,,,,,
Parauranophane,R060962,532.0,Processed,Parauranophane__R060962__Raman__532______Raman_Data_Processed__2068730a09f74727226c61e14839.txt,False,,Unknown,,,,,,,
Khanneshite,R070672,532.0,Processed,Khanneshite__R070672__Raman__532______Raman_Data_Processed__670853411167ba554f6db8d25434.txt,False,,Unknown,,,,,,,
Monazite-(Ce),R060925,780.0,RAW,Monazite-(Ce)__R060925__Broad_Scan__780__0__unoriented__Raman_Data_Raw__2da19d47c9d44419d4fa5332d63a.txt,False,"Ce,Cl,F,La,P,Si,Th,Wt",Unknown,,,,,,,
Chrysocolla,R050053,532.0,Processed,Chrysocolla__R050053__Raman__532______Raman_Data_Processed__70d1d5eaa44f6ccd907ff97fc4e9.txt,False,"Al,Ca,Cu,El,Ka,Mg,O,Ox,Pk,Si,Wt",Unknown,,,,,,,
Billietite,R070588,780.0,Processed,Billietite__R070588__Broad_Scan__780__0__unoriented__Raman_Data_Processed__ccc15547f94fda426d5f74a4992b.txt,False,,Unknown,,,,,,,
Vivianite,R040185-6,514.0,Processed,Vivianite__R040185-6__Raman__514__0-000__depolarized__Raman_Data_Processed__fd99bc46bcb5ea7ff96e24c3d5f6.txt,False,"Al,As,Ca,Cl,Cr,El,F,Fe,H,K,Ka,Mg,Mn,Na,O,Ox,P,Pk,S,Si,Ti,Wt",Unknown,,,,,,,
Pseudowollastonite,R080145,780.0,Processed,Pseudowollastonite__R080145__Broad_Scan__780__0__unoriented__Raman_Data_Processed__c8303d4e4e4d8501c4580f5ff380.txt,False,,Unknown,,,,,,,
Lazulite,R060494-3,514.0,Processed,Lazulite__R060494-3__Raman__514__0-000__depolarized__Raman_Data_Processed__dc7785196cde4124ec011fff5047.txt,False,"Al,Ca,Cl,Cr,El,F,Fe,Ka,Mg,Mn,Na,O,Ox,P,Pk,S,Si,Wt",Unknown,,,,,,,
Cobaltlotharmeyerite,R070400,785.0,Processed,Cobaltlotharmeyerite__R070400__Raman__785______Raman_Data_Processed__ac9223d0f25ba13e877cf3377053.txt,False,,Unknown,,,,,,,
