id,metal_center,charge,molecular_mass,n_atoms,n_electrons,tzvp_lumo_energy,tzvp_homo_energy,tzvp_homo_lumo_gap,homo_lumo_gap_delta,tzvp_electronic_energy,electronic_energy_delta,tzvp_dispersion_energy,dispersion_energy_delta,enthalpy_energy,enthalpy_energy_correction,gibbs_energy,gibbs_energy_correction,zpe_correction,heat_capacity,entropy,tzvp_dipole_moment,dipole_moment_delta,polarisability,lowest_vibrational_frequency,highest_vibrational_frequency,smiles
CEHHAB,Fe,0,592.1904,73,310,-0.06863,-0.21718,0.14855,0.06728,-3077.48256137,-2.1263251800000944,-0.0953867245,0.0109984454999999,-3074.747546,0.6086901899998338,-3074.85072,0.5055161899999803,0.572203,144.88,217.147,2.3447,-0.1356000000000001,450.75,10.6607,3175.9204,
CEQWAY,Zr,0,590.24499,74,302,-0.09075,-0.2316,0.14085,0.0698299999999999,-1685.93863126,-1.6606055099998684,-0.1280603148,0.0104244494,-1683.677239,0.6007867499999975,-1683.776879,0.501146750000089,0.565871,147.715,209.711,8.6753,0.2469999999999999,450.77,17.3999,3215.1167,
CEQWEC,Zr,0,392.18515,49,198,-0.09354,-0.26305,0.16951,0.07504,-843.079970139,-0.9467118149999578,-0.0811534064,0.0066374094,-841.742274,0.3909843240001009,-841.810405,0.322853324000107,0.369179,96.565,143.392,9.6634,0.3602999999999987,280.78,37.3855,3214.0908,
CEQWIG,Zr,0,576.22934,71,294,-0.06157,-0.22365,0.16208,0.0631999999999999,-1646.67361652,-1.6118503400000463,-0.1267583939,0.0096548046,-1644.489067,0.5726991799999723,-1644.583761,0.4780051799998546,0.539319,142.436,199.299,12.6275,0.1211000000000002,448.44,26.0133,3215.9655,
CEQWOM,Zr,0,464.22468,61,238,-0.09342,-0.25592,0.1624999999999999,0.0734999999999999,-1251.55631337,-1.2331034199999067,-0.1020916526,0.0077364409999999,-1249.825551,0.4976589500001864,-1249.909824,0.4133859500000199,0.467952,125.104,177.367,9.3612,0.2339999999999999,340.3,47.7652,3214.1067,
CEQWUS,Zr,0,486.20703,59,246,-0.08585,-0.22644,0.14059,0.0597599999999999,-1173.1469123,-1.3173749499999303,-0.1034201397,0.008264294,-1171.361128,0.4684093500000017,-1171.439814,0.3897233499999402,0.441319,118.759,165.607,9.0362,0.0133999999999989,356.0,46.9239,3222.0606,
CERGEO,Fe,0,800.08751,79,408,-0.09211,-0.23775,0.14564,0.0666099999999999,-4249.4082664,-3.099272949999431,-0.119196272,0.0120122811999999,-4245.709593,0.5994004500007577,-4245.832758,0.4762354500007859,0.554589,175.857,259.222,3.905,0.4946999999999999,584.1,15.4132,3156.9298,
CEVDUE,Ir,0,504.17918,49,242,-0.03386,-0.24463,0.2107699999999999,0.0632099999999999,-1742.99228797,-1.1353225299999394,-0.0820563763,0.0060275149,-1741.458438,0.3985274400001799,-1741.541475,0.315490440000076,0.370017,110.42,174.766,10.8505,0.0838999999999998,288.92,38.3308,3114.1288,
CIDHOM,Rh,0,564.31168,81,294,-0.03201,-0.21547,0.18346,0.06737,-1845.27464008,-1.5775079999998525,-0.1348354456,0.0111953667999999,-1842.993123,0.7040090800001053,-1843.100528,0.5966040800001338,0.66368,160.855,226.053,9.5894,-0.1075999999999997,434.59,27.974,3148.908,
CIGJIN,Zn,0,716.10654,78,372,-0.09028,-0.21475,0.12447,0.0628999999999999,-4591.47869933,-2.9563962600004743,-0.1259842134,0.0122262701,-4587.891811,0.6304920699994909,-4588.014557,0.5077460699994845,0.585422,170.639,258.341,10.8767,0.7693999999999992,470.33,9.3413,3650.5254,
CIJCOP,Ir,1,589.37402,72,290,-0.19835,-0.35598,0.15763,0.06366,-1185.41378588,-1.2549703100000895,-0.1122042916,0.0096754609999999,-1183.535558,0.6232575699998506,-1183.633619,0.5251965699999346,0.587376,143.686,206.387,11.436,0.0439000000000007,362.84,23.6483,3500.5322,
CIJNOC,Pt,0,751.33405,81,370,-0.10242,-0.20648,0.10406,0.0524299999999999,-1767.31241514,-1.8365838100000929,-0.1249541523,0.0121140407,-1764.814518,0.6613133299999845,-1764.928584,0.547247329999891,0.620943,163.935,240.073,18.2574,0.7621000000000002,625.26,8.8603,3164.176,
CIJNUI,Pd,0,662.27245,81,338,-0.09985,-0.20164,0.10179,0.05424,-1775.84910324,-1.87599165000006,-0.1241992314,0.0122318469,-1773.312086,0.6610255900000084,-1773.426137,0.5469745899999907,0.620581,164.201,240.042,17.7857,0.8370999999999995,621.79,9.3187,3164.9088,
CILHOV,Ru,0,534.2628,69,272,-0.06413,-0.22751,0.1633799999999999,0.0609099999999999,-1277.73746323,-1.3643582800000331,-0.1159194079,0.0100911625,-1275.803745,0.5693599500000346,-1275.8946,0.4785049499998877,0.537362,136.086,191.221,7.3112,0.5049000000000001,423.31,21.3384,3163.7139,
CILHUB,Ru,0,534.2628,69,272,-0.07022,-0.23586,0.1656399999999999,0.0667099999999999,-1277.74023649,-1.3651587599999857,-0.1203576643,0.0100485455999999,-1275.805549,0.5695287300000018,-1275.895484,0.4795937300000332,0.537627,135.924,189.284,10.4704,0.4183000000000003,410.4,18.7334,3167.225,
CINPOG,Zn,0,649.16809,73,336,-0.10454,-0.19041,0.08587,0.03205,-3658.77268566,-2.322423179999987,-0.1114995531,0.0113485967,-3655.859114,0.5911484800003564,-3655.965492,0.4847704800004067,0.553383,148.005,223.892,3.6981,-0.1557999999999997,674.49,17.2328,3469.7255,
CINPUM,Zn,0,663.18374,76,344,-0.10482,-0.19063,0.08581,0.03203,-3698.05433473,-2.370947729999898,-0.11555256,0.0117729172,-3695.063228,0.6201590000000579,-3695.172593,0.51079400000026,0.581074,152.986,230.18,3.6061,-0.1417999999999999,686.24,12.6542,3469.8792,
CINQAT,Zn,0,691.21504,82,360,-0.10482,-0.19062,0.0858,0.03202,-3776.6146278,-2.468464900000072,-0.1216761899,0.0126039278,-3773.467906,0.6782569000001786,-3773.584731,0.561431900000116,0.636419,162.907,245.879,3.567,-0.1457999999999999,710.42,6.4456,3470.1505,
CIQZIO,Mo,0,578.15121,63,290,-0.08522,-0.25073,0.16551,0.0634499999999999,-1750.11124115,-1.6529984800001785,-0.1195226762,0.0089990623999999,-1747.97167,0.4865726699999868,-1748.069781,0.3884616699999696,0.452477,137.973,206.492,13.0205,0.1873000000000004,429.1,21.1842,3143.7039,
CIRBEN,Mo,0,524.24743,71,270,-0.05408,-0.22841,0.1743299999999999,0.0645099999999999,-1758.69910809,-1.502360709999948,-0.1215941365,0.0096182883,-1756.591478,0.6052693799999815,-1756.692052,0.5046953799999301,0.567962,147.544,211.676,9.9624,0.0190999999999998,381.76,44.5821,3138.7864,
CISCUE,Au,0,525.97033,29,246,-0.14944,-0.26949,0.12005,0.07231,-1721.21675469,-1.3485515300001223,-0.0398496333,0.0041226592999999,-1719.672385,0.195818159999817,-1719.750703,0.1175001599999632,0.17334,74.832,164.834,7.0809,0.8374999999999995,220.63,19.8997,3172.9471,
CISDUF,Rh,0,540.00244,49,272,-0.13606,-0.23426,0.0982,0.0731,-2007.88578268,-1.7306191000000126,-0.0735447507,0.0071217347,-2005.773955,0.3812085800000204,-2005.86711,0.2880535799999961,0.35093,109.235,196.06,5.1532,0.4039999999999999,320.19,20.1855,3175.1649,
CISNUO,Co,0,388.28404,53,196,-0.0935,-0.27966,0.18616,0.09495,-2472.5695097,-1.1725294699999722,-0.0965839736,0.0082597506999999,-2470.989556,0.4074242299998332,-2471.057889,0.3390912299996671,0.384365,109.098,143.82,7.5456,0.2120000000000006,319.36,54.2173,3140.0395,
CIVFUJ,Rh,0,566.13671,63,286,-0.08514,-0.24331,0.15817,0.06985,-2528.30894884,-1.6975188300002628,-0.1230334615,0.0086152332,-2526.106578,0.5048520099999223,-2526.201086,0.4103440099997897,0.470537,139.187,198.908,9.6082,-0.1402999999999998,414.26,31.6664,3148.7207,
CMCOHB,Co,0,226.08779,29,116,-0.05495,-0.23989,0.18494,0.0902399999999999,-1833.63019123,-0.6776508400000694,-0.0354236719,0.0035299599999999,-1832.71583,0.236710389999871,-1832.770323,0.1822173900000052,0.221962,57.807,114.689,4.7704,0.1082,161.75,18.1427,3201.7007,
COMNAT,Ni,0,386.29612,53,196,-0.14408,-0.26744,0.12336,0.06131,-2349.80664656,-1.1759437800001251,-0.0919960412,0.008083825,-2348.225354,0.4053487799997128,-2348.29763,0.3330727799998385,0.380772,111.177,152.117,0.2265,-0.1776,329.09,46.8408,3150.851,
COSKEC,Rh,0,446.13762,50,224,-0.08003,-0.19374,0.1137099999999999,0.0629099999999999,-1627.27613728,-1.185916190000171,-0.0808399393,0.006593177,-1625.690012,0.400209089999862,-1625.77112,0.3191010899997764,0.373478,106.913,170.705,2.2758,0.4854999999999998,333.32,10.0739,3170.5592,
COTHBB,Co,0,262.0349,27,132,-0.09027,-0.25053,0.1602599999999999,0.0916599999999999,-2526.002929,-0.8982948900002157,-0.0413397758,0.0036521088999999,-2524.904081,0.2005531099998734,-2524.95739,0.1472441099999741,0.186206,58.809,112.198,5.0564,0.1989999999999998,186.37,25.5477,3200.0507,
COZCEB,Au,1,693.3464,80,342,-0.17462,-0.35585,0.18123,0.06388,-2005.84704886,-1.6890372800000932,-0.1432050102,0.0111455423999999,-2003.479555,0.6784565800001019,-2003.587705,0.5703065800000786,0.637644,163.98,227.622,3.2243,-0.2090999999999998,448.3,23.8645,3147.6504,
COZCIF,Au,1,693.3464,80,342,-0.18362,-0.35574,0.17212,0.0683699999999999,-2005.8608872,-1.687786590000087,-0.140609287,0.0112752191999999,-2003.494412,0.678688609999881,-2003.602496,0.5706046099999185,0.638004,163.853,227.483,4.5471,-0.2782,454.8,12.7376,3149.8449,
CPEAHG,Hg,0,532.88514,23,244,-0.22182,-0.25769,0.0358699999999999,0.0284099999999999,-2154.11363436,-1.2376228000002811,-0.0461062471,0.0032188017,-2152.756911,0.1191005599998789,-2152.835614,0.0403975599997465,0.095597,77.227,165.646,4.0388,-0.5327999999999999,373.35,24.1214,2163.3042,
CPSBCO,Co,0,391.95954,31,184,-0.10928,-0.21697,0.10769,0.07387,-6607.55038416,-1.3818961900005888,-0.0568393164,0.0040163835999999,-6605.944576,0.22391196999979,-6606.003111,0.1653769699996701,0.206924,71.167,123.198,8.0121,0.2435,226.27,40.5719,3207.8919,
CUHHIW,Rh,0,374.20765,50,190,-0.09012,-0.24981,0.15969,0.06469,-807.939916374,-0.8276735559999224,-0.0766959275,0.0072285945,-806.69175,0.4204928180000706,-806.760855,0.3513878180000347,0.398198,95.168,145.444,8.6443,0.0279999999999986,275.97,22.8119,3111.3823,
DAFYAL,Ru,0,346.09255,36,170,-0.05812,-0.23086,0.17274,0.0722,-1031.51583838,-0.7927325900000142,-0.0612265248,0.0051641721,-1030.448094,0.2750117900000077,-1030.505792,0.217313790000162,0.258131,74.596,121.435,9.0761,0.8567,230.49,39.8543,3154.5278,
DAFYEP,Ru,0,360.1082,39,178,-0.05589,-0.22787,0.17198,0.0742499999999999,-1070.7934219,-0.8430460800000219,-0.0650712053,0.0055149281999999,-1069.645077,0.3052988200001891,-1069.707052,0.2433238200001142,0.286754,79.906,130.438,8.2617,0.601799999999999,243.98,30.2761,3159.168,
DAGXUE,Ti,0,630.03544,59,320,-0.12387,-0.20395,0.08008,0.0332399999999999,-3435.51426382,-2.282570020000094,-0.1011150079,0.0092339155,-3432.790148,0.441545799999858,-3432.884481,0.347212799999852,0.40896,128.979,198.54,4.6664,0.6082000000000001,661.66,14.9042,3146.4958,
DAHVIR,Ni,0,344.00689,29,174,-0.1463,-0.23972,0.0934199999999999,0.0508799999999999,-2482.46976083,-1.224145899999712,-0.0429085444,0.0044477407,-2481.044214,0.2014009300000907,-2481.111736,0.1338789300002645,0.180887,74.328,142.111,0.0,0.0,277.7,38.0233,3171.0488,
DAKFIF,Au,0,681.26342,67,330,-0.05752,-0.2355,0.1779799999999999,0.0709899999999999,-1749.56267154,-1.5817853000000923,-0.1134601792,0.0097320927,-1747.450781,0.5301052400000117,-1747.553508,0.4273782400000527,0.496378,137.141,216.209,13.4472,0.2201000000000004,451.78,8.0121,3162.6691,
DALZEV,Co,0,368.18546,53,194,-0.07153,-0.25957,0.18804,0.08864,-2624.0661371,-1.2261579599999095,-0.0758504946,0.005685938,-2622.398677,0.4413021400000616,-2622.484774,0.3552051400001801,0.411148,116.157,181.206,7.1776,-0.0423999999999997,287.05,23.7542,3201.3216,
DAMCOJ,Fe,0,248.09736,32,128,-0.0324,-0.22725,0.19485,0.08734,-1791.33233021,-0.7398931299999276,-0.0426161773,0.0043175920999999,-1790.328826,0.2636110800001461,-1790.379675,0.212762080000175,0.24978,59.484,107.022,6.2107,0.6652000000000005,176.36,70.8256,3157.3068,
DAMDAW,Fe,0,340.15996,47,178,-0.05668,-0.2215,0.16482,0.06974,-2062.68357781,-1.0522728900000402,-0.0653479773,0.0062620456,-2061.23367,0.3976349199997457,-2061.304699,0.32660592000002,0.375245,90.447,149.492,5.7345,0.6799999999999997,262.5,18.4541,3159.9264,
DAPLOX,Pt,0,625.2435,64,304,-0.07865,-0.20823,0.12958,0.0622699999999999,-2078.15103508,-1.48928259000013,-0.1136816502,0.0083277684,-2076.143041,0.518711489999987,-2076.242451,0.4193014899997251,0.483744,138.358,209.226,15.9258,0.7899000000000012,421.54,20.1388,3140.828,
DAQJUA,Rh,0,445.20775,56,226,-0.04258,-0.22193,0.1793499999999999,0.0821999999999999,-1324.88394179,-1.1354576200001247,-0.093676021,0.0086256068,-1323.283767,0.4647171700000854,-1323.357241,0.3912431700000525,0.440022,107.82,154.639,8.4653,0.2319999999999993,313.76,39.4858,3114.5125,
DAQKAH,Rh,0,393.10368,40,194,-0.07381,-0.24912,0.17531,0.07146,-1239.613853,-1.0120765399999527,-0.0687027504,0.0060674099999999,-1238.300646,0.3011304600001949,-1238.369108,0.2326684600000135,0.279655,88.969,144.09,7.2126,0.1806000000000001,251.53,38.4563,3129.6366,
DAQWEA,Ni,0,949.96876,83,476,-0.12631,-0.22012,0.09381,0.03973,-9010.61474476,-3.534165089999078,-0.1539448536,0.0133660743,-9006.460493,0.6200866700000915,-9006.593634,0.4869456699998409,0.570787,190.276,280.218,8.9751,-0.0602,843.42,9.2512,3208.2282,
DATXUS,Ni,0,448.29739,61,230,-0.09333,-0.20398,0.11065,0.08959,-3075.34487305,-1.4723255300000346,-0.1117779373,0.0089827148,-3073.393907,0.4786405199997716,-3073.47778,0.394767519999732,0.448757,129.876,176.524,5.6571,0.0579999999999998,377.27,35.9405,3151.1722,
DATYAZ,Co,1,449.29524,61,228,-0.21238,-0.39967,0.18729,0.09802,-2949.6206602,-1.4428178500002105,-0.1150642757,0.0090864458,-2947.696362,0.4814803499998561,-2947.775479,0.4023633500000869,0.453104,127.773,166.517,6.4741,0.0091999999999998,352.83,52.0133,3145.0066,
DATYIH,Ru,0,492.26574,61,246,-0.03561,-0.21852,0.18291,0.0712299999999999,-1662.22615145,-1.2870218900000054,-0.1152318116,0.0088418511,-1660.460599,0.4785305600000811,-1660.542278,0.3968515600001865,0.449504,128.822,171.908,5.6392,0.0055999999999993,371.73,21.8245,3139.6725,
DAWFAM,Pt,0,689.40847,79,336,-0.09504,-0.2316,0.13656,0.05349,-1883.58486111,-1.5755116099999211,-0.1529042316,0.0106072198999999,-1881.374238,0.6351114999999936,-1881.477808,0.531541500000003,0.59617,165.746,217.981,12.7444,0.0888000000000008,497.42,21.542,3142.4302,
DAWFIU,Pt,0,689.40847,79,336,-0.08485,-0.22671,0.1418599999999999,0.0592299999999999,-1883.56511719,-1.572998009999992,-0.147364884,0.0105661988,-1881.357429,0.6346901800000069,-1881.463548,0.5285711799999717,0.595347,165.748,223.345,11.2434,0.2118999999999999,508.4,9.3059,3139.8383,
DEGPIO,Au,0,718.32335,79,354,-0.06662,-0.25669,0.1900699999999999,0.0673099999999999,-2028.97350789,-1.7446546999999557,-0.1336718273,0.0107527475,-2026.577575,0.6512781900000846,-2026.692678,0.5361751900002218,0.610402,163.5,242.254,14.1753,0.2074999999999995,479.43,8.4324,3141.0384,
DEGPOW,Fe,0,744.08043,73,380,-0.13217,-0.22129,0.0891199999999999,0.0471799999999999,-3648.11317867,-2.648294789999909,-0.1161499969,0.0117677207,-3644.918343,0.546540880000066,-3645.038597,0.4262868799996795,0.504298,163.172,253.096,3.8645,0.5020000000000002,701.46,12.1624,3202.8313,
DEXLEY,Fe,0,547.97809,57,284,-0.03772,-0.21867,0.18095,0.10196,-4584.20611607,-2.332430469999963,-0.1065421965,0.0080519263999999,-4581.398722,0.4749635999996826,-4581.493637,0.3800486000000092,0.440635,128.932,199.764,8.7501,1.0206,312.82,35.8085,3696.0085,
DEXPOL,Co,-1,453.16542,45,216,0.01559,-0.14469,0.16028,0.07935,-2292.61061659,-0.9360046599999804,-0.0863416372,0.0068109309999999,-2291.347412,0.3271999300000061,-2291.410198,0.2644139300000461,0.30762,94.536,132.144,3.0138,0.0609999999999999,314.85,58.5773,3153.248,
DILQUK,Co,0,343.27444,47,172,-0.0998,-0.28306,0.1832599999999999,0.0947799999999999,-2063.87023838,-0.9750195900001016,-0.0822300108,0.0076975801999999,-2062.539808,0.3554107899999508,-2062.600744,0.2944747900000948,0.335944,95.902,128.251,9.1246,0.1335999999999995,285.56,69.3399,3562.4847,
DINTON,Pd,0,546.21874,65,276,-0.10122,-0.2115,0.1102799999999999,0.0594899999999999,-1607.25217712,-1.4552937500000098,-0.1151043396,0.0092975378,-1605.276974,0.519909369999823,-1605.371005,0.425878369999964,0.487443,134.569,197.906,16.8762,0.2021000000000015,445.86,11.4164,3148.4612,
DIPBIP,Zr,0,570.33215,80,296,-0.07918,-0.22683,0.14765,0.06802,-1382.23326782,-1.5732527699999537,-0.1291962157,0.0114045969999999,-1379.980546,0.6794690500000797,-1380.075804,0.5842110500000217,0.645114,147.937,200.488,9.6204,0.2926000000000002,430.77,23.4907,3207.3275,
DIPLEX,Rh,0,594.13928,66,302,-0.09819,-0.1931,0.09491,0.0521399999999999,-2693.73508104,-1.8327248900000088,-0.1243484725,0.0087709220999999,-2691.373663,0.528693149999981,-2691.474509,0.4278471499997067,0.491283,147.159,212.248,6.8257,0.1022000000000007,434.1,30.1583,3108.1174,
DIPLIB,Ru,1,561.11197,60,282,-0.20582,-0.32229,0.11647,0.0534,-2562.21446873,-1.686760250000134,-0.1121409945,0.008132688,-2560.052385,0.4753234800000427,-2560.143915,0.3837934799998947,0.442796,131.425,192.641,5.6319,-0.0072999999999998,416.84,22.2609,3169.8039,
DIPLOH,Ir,0,622.17876,57,300,-0.10163,-0.20198,0.10035,0.04901,-2209.73877724,-1.536559650000072,-0.1075025308,0.0074825102,-2207.755454,0.4467635900000459,-2207.845361,0.3568565900000067,0.414751,127.549,189.226,10.7488,0.4688999999999996,385.51,26.7422,3108.4285,
DIPLUN,Ir,1,653.17939,61,316,-0.20786,-0.31983,0.11197,0.0515299999999999,-2572.29445254,-1.6742543400000611,-0.1156428327,0.0078460603999999,-2570.135609,0.4845891999998457,-2570.231544,0.3886541999995643,0.44999,136.281,201.911,5.2031,-0.1954000000000002,422.61,20.1138,3115.7836,
DIPPAW,Pd,0,730.07782,78,376,-0.06939,-0.22789,0.1585,0.08347,-3116.98958078,-2.686352960000022,-0.1321254535,0.011841685,-3113.656785,0.6464428199997201,-3113.778968,0.5242598199997701,0.602459,166.497,257.157,14.5459,0.5914999999999999,430.95,10.6111,3481.7437,
DIQVOS,Fe,0,774.08295,75,396,-0.13031,-0.24978,0.1194699999999999,0.0767799999999999,-3901.35624233,-2.9574636699999246,-0.1072829418,0.0116571105999999,-3897.840863,0.5579156600001625,-3897.974475,0.4243036600000778,0.510156,176.265,281.208,16.3861,1.8443999999999985,585.11,8.9241,3172.9642,
DIQWAF,Fe,0,774.08295,75,396,-0.13031,-0.24978,0.1194699999999999,0.07679,-3901.35624722,-2.957468560000052,-0.1072832116,0.0116571166,-3897.840862,0.5579166600000462,-3897.974483,0.424295660000098,0.510157,176.266,281.229,16.3846,1.8442999999999987,585.12,8.9104,3172.9516,
DOBNAJ,Co,0,622.18415,78,324,-0.05504,-0.21927,0.16423,0.0957999999999999,-3865.88447391,-2.181756850000056,-0.1425073482,0.0107398853,-3863.048847,0.6538700599999174,-3863.160154,0.542563059999793,0.613206,159.486,234.266,4.7373,0.2517000000000005,486.45,21.4667,3140.9179,
DOPZOA,Fe,0,541.22748,81,292,-0.03047,-0.16811,0.13764,0.0757,-3613.4402062,-1.961059910000131,-0.1284230473,0.0102901071999999,-3610.754883,0.7242632899997261,-3610.871292,0.6078542899999775,0.680084,167.399,245.003,6.8964,1.3156999999999996,455.26,18.9903,3127.4865,
DOSFIC,Co,-1,469.16033,46,224,0.01582,-0.14451,0.16033,0.0771999999999999,-2367.83620136,-1.0166708500000825,-0.0890001358,0.0069852436999999,-2366.485779,0.333751509999729,-2366.550889,0.2686415099997248,0.312865,99.266,137.036,2.9184,0.3898999999999999,318.29,57.9389,3662.989,
DOSJAX,Co,0,367.29157,50,184,-0.09575,-0.27823,0.1824799999999999,0.0942599999999999,-2127.40424995,-1.0449229800001376,-0.0879496124,0.0077792745,-2125.982514,0.3768129700001736,-2126.05011,0.3092169699998521,0.354798,103.73,142.268,5.085,0.1685999999999996,311.45,44.3935,3138.9839,
DOSJIF,Co,0,440.38072,66,226,-0.08517,-0.26832,0.18315,0.0913,-2341.10426135,-1.3078871200000322,-0.1062828201,0.0101326217,-2339.261123,0.5352512299996306,-2339.345513,0.4508612299996457,0.506465,129.366,177.613,8.3202,0.0361999999999991,367.11,8.0475,3415.5799,
DOSJOL,Co,0,440.38072,66,226,-0.08343,-0.26319,0.1797599999999999,0.0904599999999999,-2341.09303254,-1.306825099999969,-0.1095718658,0.0102912752,-2339.251219,0.5349884399997791,-2339.333224,0.4529834400000254,0.506341,129.908,172.594,8.3006,-0.1373000000000015,370.57,22.1481,3419.6365,
DOSJUR,Co,0,523.38547,74,268,-0.09452,-0.26166,0.16714,0.07699,-2591.57800191,-1.5767248099996325,-0.1340074179,0.0119127978999999,-2589.407992,0.5932851000002302,-2589.496062,0.5052150999999867,0.562128,143.643,185.36,4.2611,-0.0609000000000001,427.91,22.2751,3231.0509,
DOTNAD,Ni,0,586.07959,63,304,-0.10405,-0.19422,0.09017,0.0553999999999999,-3756.06537726,-2.125113799999781,-0.0927804319,0.0097907069,-3753.436767,0.5034964599999512,-3753.53704,0.4032234599999356,0.46923,133.003,211.042,1.8139,0.0355,616.4,11.5931,3196.6284,
DOWXAO,Co,0,430.25822,54,216,-0.10538,-0.28267,0.1772899999999999,0.0927399999999999,-2659.84569323,-1.368681309999829,-0.0993140461,0.0081419860999999,-2658.071393,0.4056189200000517,-2658.14667,0.3303419200001372,0.380426,114.461,158.434,2.0356,0.3780000000000001,326.71,29.1071,3133.9201,
DUBDEJ,Co,0,308.1578,39,156,-0.10044,-0.26146,0.16102,0.0816,-2035.85502765,-0.9093638300000748,-0.0623075545,0.0059048260999999,-2034.642647,0.3030168200000389,-2034.699719,0.2459448199999769,0.286417,76.483,120.118,8.4168,0.2741000000000007,243.12,40.0546,3198.2725,
DUGGUJ,Co,-1,305.25423,43,154,0.03989,-0.12221,0.1621,0.0901199999999999,-1945.64254351,-0.8287885299998834,-0.0715523049,0.0066688921,-1944.493187,0.320567980000078,-1944.55104,0.2627149800000552,0.30274,86.666,121.76,2.5749,0.0497999999999998,268.33,64.1064,3154.5599,
DUGSIH,Mo,0,281.89016,18,136,-0.15979,-0.26778,0.10799,0.06348,-1334.33987145,-0.7272094799998285,-0.0283167733,0.0023337072,-1333.489747,0.1229149700000107,-1333.542072,0.0705899700001282,0.109192,47.594,110.127,4.2559,0.5073999999999996,153.25,98.9945,3178.9108,
