CSD_code,Electronic_E,Dispersion_E,Dipole_M,Metal_q,HL_Gap,HOMO_Energy,LUMO_Energy,Polarizability,CSD_years,SMILES
EKIBAC,-3156.568198,-0.219518,3.4132,0.95361,0.11612,-0.19939,-0.08327,570.073406,2020-2024,
BUYVUP,-2340.732882,-0.243459,3.5542,2.10667,0.11617,-0.16173,-0.04556,610.648851,2020-2024,
TUXZEU,-1032.065668,-0.096856,2.9607,0.7448,0.09406,-0.15247,-0.05841,279.9853,2020-2024,
POGHAY,-2946.260714,-0.204405,2.8742,0.37358,0.09089,-0.1635,-0.07261,473.72314,2020-2024,
KAYWOA,-1682.940897,-0.139975,0.5151,1.66258,0.10447,-0.16472,-0.06025,373.02362,2020-2024,
JIZNAL,-2492.037613,-0.247304,0.1937,1.70608,0.11501,-0.18002,-0.06501,644.564788,2020-2024,
UYACAB,-7073.212412,-0.088555,0.8074,0.91498,0.13343,-0.21268,-0.07925,282.429821,2020-2024,
SINDOL,-5353.448556,-0.225409,0.115,-0.23664,0.09106,-0.16827,-0.07721,545.452737,2020-2024,
YUGWIJ,-4056.090531,-0.361843,7.6044,1.51303,0.09703,-0.20293,-0.1059,852.001489,2020-2024,
SEQXOB,-2081.581801,-0.126172,4.5302,1.00672,0.13343,-0.19777,-0.06434,340.443577,2020-2024,
NOBYEM,-3673.216218,-0.133021,1.7029,-0.09564,0.06774,-0.18151,-0.11377,334.050179,2020-2024,
JIDBOR,-2410.236569,-0.160611,2.7792,0.83183,0.12866,-0.31983,-0.19117,389.525323,2020-2024,
CAHLAY,-1159.572869,-0.100074,4.3427,1.35731,0.04901,-0.20487,-0.15586,290.041229,2020-2024,
POGJEE,-2700.785621,-0.210756,1.2461,0.5773,0.11489,-0.17745,-0.06256,475.614805,2020-2024,
SIZCAJ,-12564.613512,-0.193069,4.6493,0.49054,0.13587,-0.19608,-0.06021,556.914265,2020-2024,
HONPOQ,-2029.679511,-0.109545,0.0381,2.14947,0.14662,-0.20007,-0.05345,333.494645,2020-2024,
NEBFIL,-3171.083504,-0.287966,5.0664,1.97946,0.06711,-0.17421,-0.1071,738.343764,2020-2024,
JOKXEQ,-3727.948386,-0.224366,4.4118,0.6963,0.08577,-0.18175,-0.09598,508.758597,2020-2024,
WOFLEI,-2616.322932,-0.151647,5.8984,0.90554,0.11885,-0.18725,-0.0684,421.504013,2020-2024,
VETHAD,-4054.195175,-0.132602,3.6084,1.22406,0.12469,-0.22052,-0.09583,341.743048,2020-2024,
ZAZZOR,-1234.870238,-0.080466,2.1065,1.76644,0.14912,-0.34043,-0.19131,241.015318,2020-2024,
WOTSUW,-3353.81028,-0.270976,0.82,0.897,0.12937,-0.19188,-0.06251,651.268805,2020-2024,
RASLIH,-3283.369985,-0.084912,3.2967,1.15712,0.08204,-0.17295,-0.09091,234.195657,2020-2024,
PUTTII,-1779.590248,-0.190891,2.1184,1.78655,0.14779,-0.16316,-0.01537,454.397565,2020-2024,
TUZPOV,-4016.089631,-0.107493,1.1825,1.88434,0.09945,-0.19081,-0.09136,331.142047,2020-2024,
HOGDOA,-2088.573453,-0.128077,3.1589,1.15557,0.12311,-0.19387,-0.07076,347.28522,2020-2024,
SORMOB,-722.54335,-0.070262,2.4447,1.27816,0.05614,-0.13905,-0.08291,197.78348,2020-2024,
HOGDEQ,-2126.91718,-0.137959,4.0894,0.85027,0.11018,-0.19091,-0.08073,353.787278,2020-2024,
TIACPC,-1872.819946,-0.050302,6.9642,0.7865,0.06496,-0.33862,-0.27366,190.760003,2020-2024,
WURRAF,-1925.686265,-0.077776,0.0964,0.94486,0.14767,-0.21758,-0.06991,239.426465,2020-2024,
UYABUU,-2004.209682,-0.090052,2.9713,0.96705,0.10749,-0.17743,-0.06994,269.168415,2020-2024,
MABQUF,-2351.921582,-0.135222,4.1997,0.92791,0.15331,-0.19177,-0.03846,356.602705,2020-2024,
JOKWAL,-2704.297498,-0.116254,4.5107,0.10984,0.10756,-0.20512,-0.09756,299.277495,2020-2024,
CEFQOX,-2082.626762,-0.135828,2.5004,0.50254,0.05893,-0.13865,-0.07972,344.362501,2020-2024,
PEYXOG,-2154.693308,-0.053671,8.7789,1.14889,0.06068,-0.2504,-0.18972,241.446388,2020-2024,
QOBLID,-1275.720617,-0.095196,5.0308,1.54528,0.13152,-0.18966,-0.05814,271.720423,2020-2024,
JOKXOA,-3961.334056,-0.250631,2.3978,0.57415,0.12302,-0.20943,-0.08641,559.87677,2020-2024,
FOBFIP,-4696.054806,-0.179518,9.6653,0.87256,0.1307,-0.20748,-0.07678,455.840036,2020-2024,
XUVGAW,-1036.888388,-0.114975,2.098,1.64058,0.0944,-0.16646,-0.07206,297.941236,2020-2024,
NEXYOG,-1586.547676,-0.168026,2.8585,2.10633,0.1251,-0.18053,-0.05543,412.494442,2020-2024,
COGTAX,-1054.198924,-0.11239,1.3253,1.44181,0.13643,-0.19329,-0.05686,295.24285,2020-2024,
DOCVIE,-1621.242871,-0.157123,1.6803,1.50372,0.1654,-0.19839,-0.03299,385.676458,2020-2024,
DOCVEA,-1416.513851,-0.107758,3.224,1.60959,0.16087,-0.16689,-0.00602,304.482127,2020-2024,
IJIYIM,-1920.054883,-0.062163,3.2322,0.94534,0.15629,-0.21432,-0.05803,208.747338,2020-2024,
CIYROV,-1924.540136,-0.079822,0.7032,0.6425,0.16208,-0.20999,-0.04791,224.77009,2020-2024,
QIBWAB,-1626.511654,-0.166645,3.7151,2.06303,0.08984,-0.18158,-0.09174,454.124535,2020-2024,
IKUKAA,-1470.99623,-0.121753,5.8457,1.91356,0.15598,-0.19551,-0.03953,332.587392,2020-2024,
YUGWEF,-4055.133333,-0.368238,7.308,1.37128,0.09228,-0.19774,-0.10546,851.528093,2020-2024,
SEYSAS,-2542.43672,-0.16989,2.2841,0.89393,0.09372,-0.17182,-0.0781,456.395805,2020-2024,
DEFHOM,-1112.780458,-0.110387,1.3325,2.00187,0.15534,-0.18183,-0.02649,303.112998,2020-2024,
SAPPII,-1701.892766,-0.138714,5.3086,1.60563,0.11903,-0.17076,-0.05173,388.686211,2020-2024,
PIXCUY,-2782.976861,-0.229917,3.9671,0.77859,0.09374,-0.17158,-0.07784,520.422393,2020-2024,
WOTTAD,-2370.640544,-0.157579,0.3364,0.95893,0.15055,-0.19095,-0.0404,409.802716,2020-2024,
SIZCEN,-4110.802074,-0.185969,0.0133,0.9083,0.16725,-0.22314,-0.05589,532.000126,2020-2024,
EHAJUW,-2887.59845,-0.06027,5.3335,0.52757,0.11098,-0.0907,0.02028,246.759938,2020-2024,
POCNEE,-2804.026175,-0.231115,4.1503,0.37031,0.06067,-0.1362,-0.07553,547.188404,2020-2024,
QIXGEN,-3442.488503,-0.086791,7.4319,-0.15307,0.10351,-0.21502,-0.11151,285.425053,2020-2024,
CUSMEI,-2481.376117,-0.054787,1.1518,0.41863,0.05897,-0.28219,-0.22322,179.741607,2020-2024,
KADCEX,-1368.804373,-0.094592,1.8383,0.39709,0.09127,-0.15865,-0.06738,286.027775,2020-2024,
BUYWAW,-2349.065373,-0.243935,0.6647,1.48459,0.11296,-0.17354,-0.06058,622.746851,2020-2024,
FEWJUQ,-2542.567798,-0.14658,3.9692,0.55949,0.10953,-0.19239,-0.08286,399.005051,2020-2024,
EHAKAD,-7114.982464,-0.06188,6.0628,0.52828,0.11153,-0.09357,0.01796,259.930726,2020-2024,
DETCOY,-2460.546726,-0.121368,5.2508,0.60212,0.1088,-0.19029,-0.08149,357.325551,2020-2024,
QUXPIJ,-1207.46938,-0.043276,2.0807,1.42759,0.15209,-0.21578,-0.06369,179.170318,2020-2024,
WOZLUV,-1954.331371,-0.057849,2.8152,0.62942,0.11243,-0.19901,-0.08658,226.038397,2020-2024,
COFKUF,-1744.144846,-0.056046,1.1525,1.17217,0.12801,-0.22706,-0.09905,226.012069,2020-2024,
VOHMUE,-2148.703594,-0.087232,6.951,0.44547,0.108,-0.22046,-0.11246,268.051117,2020-2024,
VUWKAC,-4383.189139,-0.11681,1.2716,-0.32988,0.12273,-0.19658,-0.07385,356.602001,2020-2024,
XAMPUW,-1939.815781,-0.151451,12.1516,1.07003,0.12376,-0.21866,-0.0949,405.972425,2020-2024,
KUXGIW,-7282.008906,-0.378914,25.0185,0.49775,0.07417,-0.17443,-0.10026,882.526995,2020-2024,
GEQPIF,-1733.206529,-0.161174,13.7203,-0.11,0.08958,-0.16095,-0.07137,387.094504,2020-2024,
VIJHAB,-2007.033269,-0.203515,11.999,0.96736,0.05398,-0.1419,-0.08792,471.523545,2020-2024,
VIJGAA,-1367.46473,-0.126183,7.0719,1.30936,0.13812,-0.22948,-0.09136,341.4225,2020-2024,
VIJGII,-1627.28144,-0.178534,7.5662,1.46177,0.04588,-0.16349,-0.11761,450.750199,2020-2024,
BARBUV,-17764.411987,-0.222398,1.5474,-0.08583,0.03141,-0.13416,-0.10275,648.292296,2020-2024,
VIJHUV,-1488.96756,-0.180399,7.6249,1.45737,0.04528,-0.15991,-0.11463,463.850525,2020-2024,
DOBTOH,-2142.112516,-0.077551,8.5049,0.51229,0.11084,-0.18636,-0.07552,276.899167,2020-2024,
VIJHOP,-1489.005543,-0.182042,10.0912,1.07779,0.13183,-0.20316,-0.07133,460.982244,2020-2024,
MEKCOY,-3097.448403,-0.09513,3.327,0.1208,0.14055,-0.18456,-0.04401,322.671363,2020-2024,
EFONAS,-3115.112963,-0.212469,5.7479,0.44931,0.04728,-0.12739,-0.08011,525.49056,2020-2024,
VIJJAD,-1632.93803,-0.156102,7.1135,1.3292,0.11364,-0.19995,-0.08631,405.632811,2020-2024,
GEQPAX,-2087.726661,-0.220901,14.2916,0.82215,0.08719,-0.16628,-0.07909,509.106442,2020-2024,
AQACED,-2326.170946,-0.122535,4.0234,0.66696,0.05135,-0.0837,-0.03235,345.090561,2020-2024,
QIXGAJ,-2588.902654,-0.062492,5.2289,0.15968,0.13138,-0.22794,-0.09656,218.650242,2020-2024,
DOBTUN,-4600.835121,-0.075555,10.203,0.49147,0.11212,-0.19997,-0.08785,279.093823,2020-2024,
VIJHIJ,-1375.894559,-0.176091,7.7368,1.37349,0.04498,-0.15945,-0.11447,436.850703,2020-2024,
AWUMAJ,-5744.342127,-0.238238,10.3866,0.47439,0.09746,-0.08515,0.01231,575.76909,2020-2024,
GEQVEH,-2105.833796,-0.187881,12.5086,0.52859,0.09043,-0.17047,-0.08004,458.055922,2020-2024,
ZOFYIG,-2535.566408,-0.095724,2.7451,0.55697,0.0991,-0.1917,-0.0926,343.762343,2020-2024,
WUCMOW,-2040.333061,-0.129035,3.4666,1.12195,0.08293,-0.18371,-0.10078,361.70294,2020-2024,
RUXMUU,-2345.044231,-0.071281,6.8965,0.71558,0.05321,-0.16014,-0.10693,243.58584,2020-2024,
CAZVAE,-2685.528273,-0.121133,1.6335,0.59178,0.02636,-0.03069,-0.00433,415.829684,2020-2024,
QIVJEO,-2830.370892,-0.289721,1.0506,2.09904,0.09187,-0.06361,0.02826,739.580962,2020-2024,
QIXGIR,-2799.96952,-0.086753,4.3289,0.08775,0.10251,-0.19521,-0.0927,285.603848,2020-2024,
DOBVAV,-2342.02122,-0.113622,9.7478,0.4678,0.1109,-0.19175,-0.08085,353.004244,2020-2024,
BUYWEA,-2349.123097,-0.241533,0.4623,1.88139,0.12035,-0.17239,-0.05204,621.521464,2020-2024,
GEQPEB,-2590.509385,-0.222169,13.8422,0.7461,0.09834,-0.17578,-0.07744,537.423968,2020-2024,
VIJFUT,-1623.931392,-0.169502,8.7254,1.49893,0.08415,-0.20515,-0.121,424.086924,2020-2024,
VIJFON,-1710.274061,-0.167469,7.2124,1.34656,0.0863,-0.194,-0.1077,423.492744,2020-2024,
DOBTIB,-2027.671913,-0.072264,9.9608,0.48638,0.11606,-0.19738,-0.08132,260.277484,2020-2024,
VIJFIH,-1224.383085,-0.128512,7.5959,1.29728,0.12867,-0.21832,-0.08965,342.614246,2020-2024,
MEKCUE,-3097.44838,-0.09513,3.3474,0.12123,0.13972,-0.18373,-0.04401,322.670145,2020-2024,
XASPIU,-2227.941246,-0.10043,6.1899,0.57622,0.17339,-0.22349,-0.0501,316.89121,2020-2024,
CHURTA,-2760.341844,-0.101162,76.2364,0.98456,0.01758,-0.21781,-0.20023,351.214612,2020-2024,
UPUFAP,-2240.585072,-0.061429,3.6859,0.59734,0.11475,-0.24773,-0.13298,238.074494,2020-2024,
ZEKFEE,-2571.725759,-0.116308,0.5913,1.2488,0.09566,-0.20588,-0.11022,353.272952,2020-2024,
TOBKEE,-1976.399941,-0.204403,1.4859,1.39137,0.11993,-0.20184,-0.08191,541.357976,2020-2024,
TEQTAO,-3484.571153,-0.078363,6.2225,-0.58397,0.07239,-0.17717,-0.10478,248.408289,2020-2024,
VOXXOY,-1314.137487,-0.107843,4.4059,-0.75799,0.12753,-0.19713,-0.0696,324.222613,2020-2024,
WAHHIA,-1281.081498,-0.075894,6.3321,-2.64213,0.15934,-0.2211,-0.06176,243.914096,2020-2024,
VOXYAL,-1545.093312,-0.131557,5.3611,-0.78783,0.12808,-0.19155,-0.06347,382.506172,2020-2024,
WOBLAC,-1833.257948,-0.180884,0.5626,1.25725,0.10385,-0.15451,-0.05066,460.558041,2020-2024,
JUSGIP,-1194.717399,-0.079503,5.6285,1.2572,0.13007,-0.21896,-0.08889,266.712369,2020-2024,
BIWRAD,-1476.683393,-0.087907,9.383,-0.79117,0.06592,-0.16846,-0.10254,280.418063,2020-2024,
WEMDUO,-1835.634755,-0.154029,2.3353,0.95823,0.11971,-0.18979,-0.07008,463.853673,2020-2024,
VOYCAQ,-11682.94469,-0.136134,3.6949,-0.81354,0.12325,-0.19841,-0.07516,422.609712,2020-2024,
GODLIW,-1598.641307,-0.083867,10.8431,-0.64111,0.10339,-0.1568,-0.05341,274.92222,2020-2024,
ILUMOS,-1878.034852,-0.131441,7.9273,-0.4718,0.12721,-0.18849,-0.06128,377.760312,2020-2024,
VOYDAR,-1468.908033,-0.124833,5.1232,-0.80574,0.12977,-0.18887,-0.0591,369.628581,2020-2024,
PIXWAY,-1884.146205,-0.188497,2.4093,-0.52746,0.07808,-0.13407,-0.05599,446.146077,2020-2024,
ITOYOI,-1445.893738,-0.086878,9.5079,-0.85577,0.0729,-0.17627,-0.10337,259.424184,2020-2024,
REXJEL,-1446.727674,-0.09424,3.1858,1.26878,0.1219,-0.21568,-0.09378,320.606775,2020-2024,
WIZMIF,-2397.029753,-0.130183,7.8063,-0.23815,0.10204,-0.17603,-0.07399,352.949142,2020-2024,
VUDWOH,-1131.863215,-0.075971,5.3815,-0.36443,0.11946,-0.17921,-0.05975,243.636326,2020-2024,
DUFHUK,-3486.996527,-0.222215,3.138,0.67089,0.10873,-0.31042,-0.20169,550.215751,2020-2024,
BUKHOF,-3176.270669,-0.047691,7.0103,-0.58907,0.1119,-0.17896,-0.06706,167.73885,2020-2024,
ZAHTOV,-6590.190016,-0.152701,9.0904,-0.93028,0.06518,-0.16774,-0.10256,443.72203,2020-2024,
WIZMUR,-2018.754921,-0.105451,5.3519,0.62006,0.12551,-0.20441,-0.0789,321.925171,2020-2024,
RUDNIQ,-1763.957094,-0.084205,10.1711,-1.0869,0.133,-0.1714,-0.0384,272.183505,2020-2024,
PIXVAX,-1726.961083,-0.162913,2.2036,-0.59306,0.07769,-0.13457,-0.05688,399.796609,2020-2024,
PIXVUR,-1648.359597,-0.159693,2.1693,-0.50978,0.07662,-0.13688,-0.06026,376.548322,2020-2024,
GORCIZ,-1176.808238,-0.050021,9.8884,-1.00155,0.12525,-0.16974,-0.04449,186.69659,2020-2024,
LITHIJ,-2066.315039,-0.067564,10.4933,-2.39582,0.14642,-0.15904,-0.01262,223.314396,2020-2024,
PIXVEB,-1844.848731,-0.182362,1.2837,-0.48663,0.07888,-0.1326,-0.05372,434.407094,2020-2024,
VOXYOZ,-1930.719893,-0.175583,4.9709,-0.61749,0.1373,-0.19178,-0.05448,494.675192,2020-2024,
SIXQOJ,-2132.425273,-0.17835,5.3802,-1.67516,0.13913,-0.2079,-0.06877,461.708481,2020-2024,
DOBLOZ,-2998.443504,-0.184407,2.5966,-0.48506,0.12646,-0.30513,-0.17867,425.002334,2020-2024,
DIZBIB,-813.411682,-0.071457,8.9426,1.25073,0.21319,-0.2263,-0.01311,186.830421,2020-2024,
MUJJAF,-1940.140095,-0.127149,9.6987,-0.47855,0.11499,-0.28836,-0.17337,325.150459,2020-2024,
CUYJEL,-2863.386022,-0.111968,3.4261,1.14477,0.10146,-0.2066,-0.10514,322.884319,2020-2024,
VILZOJ,-712.188013,-0.046248,6.3978,-0.0132,0.11129,-0.17972,-0.06843,155.310096,2020-2024,
DIKCEF,-2652.860287,-0.133282,5.2523,0.18974,0.10308,-0.18314,-0.08006,468.380879,2020-2024,
RICDIU,-2693.176833,-0.145516,1.9123,0.82185,0.0627,-0.17412,-0.11142,470.233048,2020-2024,
NEJKUI,-4256.51097,-0.230264,3.6114,-2.61071,0.15758,-0.23886,-0.08128,704.282201,2020-2024,
JAFTOZ,-3328.564387,-0.053634,9.9778,-1.00158,0.11546,-0.17245,-0.05699,204.221178,2020-2024,
NIXDOR,-3294.134197,-0.067843,6.2231,-0.52796,0.1177,-0.18066,-0.06296,202.302568,2020-2024,
MUJHEH,-1781.849112,-0.106268,8.8651,-0.15658,0.10904,-0.28176,-0.17272,275.534781,2020-2024,
RICFES,-3151.594769,-0.156553,7.8948,1.19774,0.07,-0.19738,-0.12738,419.110687,2020-2024,
QOFTOY,-1419.401399,-0.091246,6.1524,1.24833,0.10313,-0.20184,-0.09871,323.752359,2020-2024,
VUQPON,-1947.551771,-0.136223,2.1758,-0.8276,0.1287,-0.16136,-0.03266,357.766581,2020-2024,
YEVRAW,-2189.1824,-0.210762,1.1963,1.06257,0.09364,-0.19329,-0.09965,528.585472,2020-2024,
RUDPAK,-1925.018048,-0.164517,7.8771,-0.99277,0.12928,-0.18418,-0.0549,428.690774,2020-2024,
LIZCAC,-2444.633217,-0.147651,8.9873,0.68831,0.13856,-0.22366,-0.0851,401.099923,2020-2024,
TOBKII,-1822.792814,-0.186137,7.1249,0.95851,0.06156,-0.17705,-0.11549,498.335304,2020-2024,
QIWDAF,-6865.130176,-0.075387,1.9198,-0.28592,0.10611,-0.20776,-0.10165,255.484219,2020-2024,
RECVEE,-3814.943672,-0.120199,6.7176,-0.54656,0.09393,-0.17323,-0.0793,336.768581,2020-2024,
XUYZUM,-3438.018861,-0.063005,5.8591,-0.67983,0.12047,-0.18242,-0.06195,220.975035,2020-2024,
MODZAK,-2480.914546,-0.13729,6.0492,-0.09672,0.10764,-0.20527,-0.09763,375.982821,2020-2024,
ATEDIN,-2263.399264,-0.170955,4.7404,-1.34486,0.10162,-0.16663,-0.06501,449.481148,2020-2024,
VOXZUG,-1468.901586,-0.123764,3.6059,-0.79419,0.1325,-0.18941,-0.05691,369.690936,2020-2024,
AGICEZ,-1533.335978,-0.053653,7.3772,-0.8137,0.11595,-0.1836,-0.06765,209.130572,2020-2024,
RUDPEO,-1114.105324,-0.082067,4.7422,0.16305,0.10846,-0.17578,-0.06732,256.578826,2020-2024,
VOHNUF,-2891.913688,-0.110331,2.2351,-0.33451,0.11611,-0.21573,-0.09962,313.225961,2020-2024,
HEGMIS,-1603.026881,-0.102079,7.728,-0.13056,0.07354,-0.17776,-0.10422,321.435191,2020-2024,
VIZLAV,-2341.414871,-0.109274,6.7501,0.52185,0.04765,-0.14271,-0.09506,306.473705,2020-2024,
QINLAE,-3342.979307,-0.302905,3.2362,1.20627,0.04134,-0.14646,-0.10512,709.242157,2020-2024,
VILZUP,-716.080763,-0.045664,6.3638,-0.00143,0.12433,-0.19045,-0.06612,155.567637,2020-2024,
WUNBAL,-3452.725179,-0.088129,0.003,0.23419,0.0437,-0.17726,-0.13356,304.114477,2020-2024,
LUYQOO,-2498.556249,-0.108921,0.0212,0.25144,0.04475,-0.0895,-0.04475,362.749592,2020-2024,
RUDNUC,-1541.735039,-0.117088,3.5617,-0.80984,0.12188,-0.1849,-0.06302,326.156051,2020-2024,
ZEYHES,-937.331229,-0.062184,6.6155,-0.39584,0.12189,-0.18078,-0.05889,207.657097,2020-2024,
WIDRUA,-1616.633044,-0.095475,5.942,-0.77481,0.09,-0.17225,-0.08225,297.326749,2020-2024,
FIXMAE,-1707.487507,-0.109641,6.0528,-1.69141,0.14192,-0.21768,-0.07576,343.140022,2020-2024,
WUJREY,-1219.707677,-0.104226,3.5424,-0.66214,0.10406,-0.18403,-0.07997,301.201901,2020-2024,
BAXFIT,-1482.790716,-0.086642,10.0062,-0.88859,0.07093,-0.17225,-0.10132,265.558168,2020-2024,
LUYQUU,-2904.331804,-0.096044,0.0377,0.21894,0.0477,-0.13595,-0.08825,327.38475,2020-2024,
LIWNIS,-9017.609443,-0.369702,3.5755,-1.18043,0.11319,-0.15313,-0.03994,852.222092,2020-2024,
SEJYUD,-1197.238636,-0.085666,3.6637,1.60552,0.10343,-0.18116,-0.07773,278.102269,2020-2024,
VOXXUE,-1240.3712,-0.101547,5.7743,-0.79455,0.14015,-0.187,-0.04685,303.433003,2020-2024,
NIXDUX,-3293.025808,-0.066577,6.7819,-0.09125,0.11437,-0.17164,-0.05727,198.882174,2020-2024,
VALKAY,-3135.588447,-0.28375,7.4972,0.46327,0.1103,-0.18743,-0.07713,669.399407,2020-2024,
QOCDUL,-2173.953296,-0.170561,1.7793,-2.27164,0.1271,-0.17898,-0.05188,416.718558,2020-2024,
XESWID,-809.862614,-0.047368,9.1579,-0.67715,0.11137,-0.30745,-0.19608,185.458484,2020-2024,
SEJYIR,-1481.026084,-0.097829,3.3844,0.87343,0.06379,-0.15306,-0.08927,348.507554,2020-2024,
RICFAO,-2680.040579,-0.085968,12.8997,1.1462,0.0603,-0.19534,-0.13504,280.235536,2020-2024,
BUCSAT,-1884.422098,-0.1062,5.3996,0.03339,0.05501,-0.19447,-0.13946,299.558115,2020-2024,
BUKHUL,-3175.163405,-0.046625,7.2721,-0.05515,0.10919,-0.17174,-0.06255,164.346937,2020-2024,
MIZJOY,-1510.275152,-0.115547,14.8442,-0.73553,0.08601,-0.27593,-0.18992,345.19903,2020-2024,
XUZBAV,-3595.222902,-0.085353,7.1027,-0.61137,0.12351,-0.17776,-0.05425,266.400384,2020-2024,
LIWCED,-3091.352114,-0.200332,0.0268,0.16459,0.04499,-0.09607,-0.05108,528.466617,2020-2024,
VOXZAM,-6310.528139,-0.108799,2.9299,-0.7867,0.1399,-0.20226,-0.06236,328.476251,2020-2024,
SIXPUO,-2950.059323,-0.140036,10.4261,-2.65876,0.1144,-0.16584,-0.05144,393.737785,2020-2024,
BIRGES,-1707.432217,-0.114815,6.1845,-1.662,0.10589,-0.20479,-0.0989,347.812542,2020-2024,
MUQQUN,-1875.944397,-0.12912,8.3577,-1.39393,0.12487,-0.18694,-0.06207,339.313401,2020-2024,
KOQJUY,-974.998133,-0.092076,5.8195,0.53983,0.13782,-0.18626,-0.04844,260.802732,2020-2024,
WITMOF,-2068.380177,-0.213973,10.0712,-1.36885,0.10611,-0.03392,0.07219,522.521639,2020-2024,
GOTVAO,-1179.81458,-0.079296,4.6032,0.17035,0.08607,-0.1656,-0.07953,272.501323,2020-2024,
QIFTOS,-2185.150981,-0.064386,7.5118,-1.41957,0.08218,-0.20373,-0.12155,219.781575,2020-2024,
LIZBUV,-4513.441567,-0.195021,8.5519,0.67606,0.13738,-0.22377,-0.08639,513.318089,2020-2024,
JIWHOQ,-1738.291271,-0.061999,4.9452,-0.16873,0.05421,-0.11864,-0.06443,213.03557,2020-2024,
BOHCAG,-2989.785379,-0.15145,10.4172,-2.68708,0.14047,-0.32052,-0.18005,403.560302,2020-2024,
KEYTIV,-2291.037899,-0.048378,2.5627,-1.75964,0.14534,-0.23162,-0.08628,171.364773,2020-2024,
MODZEO,-2906.200685,-0.165604,8.4057,-0.34132,0.09001,-0.17785,-0.08784,441.722192,2020-2024,
TEQSUH,-3445.302896,-0.073957,8.7196,-0.91021,0.07045,-0.18074,-0.11029,238.18195,2020-2024,
MUJHIL,-1782.958559,-0.107689,8.0597,-0.47848,0.11573,-0.29086,-0.17513,278.659172,2020-2024,
QOCDEV,-2168.25059,-0.146504,11.6724,-1.37943,0.12644,-0.17161,-0.04517,410.721858,2020-2024,
FEKVUM,-3033.378994,-0.086004,5.5763,0.0738,0.10022,-0.17508,-0.07486,291.990618,2020-2024,
MUQQOH,-1989.18924,-0.128184,14.1552,-1.48261,0.13289,-0.20103,-0.06814,353.1544,2020-2024,
ATUPOV,-975.190071,-0.091132,3.4828,0.53717,0.14621,-0.18364,-0.03743,244.525306,2020-2024,
DIKCIJ,-2460.626055,-0.106697,4.6982,-0.10566,0.09686,-0.20128,-0.10442,376.864905,2020-2024,
KAHBUR,-1630.161497,-0.0606,5.2173,-1.07245,0.08719,-0.19778,-0.11059,245.381669,2020-2024,
GORLOR,-962.327581,-0.063985,11.8006,-0.28491,0.10606,-0.28581,-0.17975,222.917882,2020-2024,
CIFHOS,-1681.737467,-0.112137,2.7894,-0.5108,0.12849,-0.18589,-0.0574,328.913613,2020-2024,
SIHRUW,-1689.462283,-0.064206,6.123,1.22693,0.02072,-0.22346,-0.20274,243.134717,2020-2024,
VOYBIX,-2309.250804,-0.121159,5.9059,-0.79932,0.13046,-0.19745,-0.06699,370.92217,2020-2024,
BOHBAF,-3211.113626,-0.129546,5.9511,-2.75147,0.15471,-0.22266,-0.06795,372.055713,2020-2024,
DEQFUE,-822.649603,-0.096781,10.6095,-0.99247,0.11926,-0.09527,0.02399,253.691611,2020-2024,
ACUZUU,-833.665042,-0.042209,2.1971,1.31328,0.14666,-0.2137,-0.06704,168.806887,2020-2024,
VOXZEQ,-1621.288068,-0.136933,4.7422,-0.80524,0.12608,-0.19569,-0.06961,404.231459,2020-2024,
VOGRES,-2588.788396,-0.319471,12.622,-0.65654,0.04548,-0.13385,-0.08837,675.753281,2020-2024,
VOGQUH,-3566.023776,-0.314499,11.6333,-1.29095,0.04567,-0.13267,-0.087,678.810171,2020-2024,
LOFKOK,-2531.621762,-0.252249,4.3763,-0.94575,0.10942,-0.17996,-0.07054,584.432936,2020-2024,
IVOHEG,-2317.817828,-0.0816,1.9237,-0.00108,0.08901,-0.04453,0.04448,275.732375,2020-2024,
VOYBAP,-1397.546005,-0.126416,3.8251,-0.57315,0.13687,-0.19392,-0.05705,350.234479,2020-2024,
DOBLAL,-2923.986165,-0.181406,6.3702,-1.56213,0.11418,-0.15832,-0.04414,429.839412,2020-2024,
SIXPOI,-1972.806955,-0.142692,10.3927,-1.64403,0.11592,-0.1678,-0.05188,409.00711,2020-2024,
ITOYUO,-1485.19066,-0.094682,9.7186,-0.83749,0.07309,-0.17504,-0.10195,270.983723,2020-2024,
GOTTUG,-1219.12011,-0.084789,3.9445,0.17937,0.088,-0.16347,-0.07547,284.021977,2020-2024,
CIHVEX,-2283.430383,-0.120822,7.5055,-0.37178,0.06629,-0.18993,-0.12364,362.617865,2020-2024,
MOWKER,-5120.311718,-0.501923,4.5114,-0.60431,0.09256,-0.16192,-0.06936,1159.673435,2020-2024,
BOGZUW,-2233.854016,-0.131121,5.9179,-1.70931,0.1519,-0.22354,-0.07164,387.558342,2020-2024,
ZAHTEL,-6151.510983,-0.103843,7.8297,-0.81756,0.1108,-0.1767,-0.0659,335.3596,2020-2024,
GOSNAD,-1460.322066,-0.103421,7.5508,-1.5189,0.10497,-0.19716,-0.09219,333.921924,2020-2024,
RICDUG,-2150.004743,-0.113206,0.0098,0.8067,0.07065,-0.17348,-0.10283,341.907536,2020-2024,
LOBYUA,-1280.5302,-0.105478,6.4347,1.31668,0.12804,-0.21582,-0.08778,300.917051,2020-2024,
