rruff_id,mineral_name,laser_nm,data_type,source_file,has_xrd,chemical_family,formula,reduced_formula,n_elements,avg_electronegativity,avg_atomic_mass,mb_gap_median,mb_gap_min,mb_gap_max,mb_gap_count,mb_is_metal,mb_e_form_median,mb_e_form_min,mb_e_form_count
R070560,Alloriite,532,Processed,Alloriite__R070560__Broad_Scan__532__0__unoriented__Raman_Data_Processed__ba6d6762af58a4450729e0252010.txt,False,Sulfate,"(Na,K,Ca)24(Na,Ca)4Ca4(Si,Al)48O96(SO4)4(SO3,CO3)2(OH,Cl)2(H2O,OH)4","(Na,K,Ca)24(Na,Ca)4Ca4(Si,Al)48O96(SO4)4(SO3,CO3)2(OH,Cl)2(H2O,OH)4",10.0,,,,,,,,,,
R140711,Alluaudite,532,Processed,Alluaudite__R140711__Broad_Scan__532__0__unoriented__Raman_Data_Processed__9820bf375ef4d60a55e83e356f43.txt,False,Phosphate,[box]NaMnFe2(PO4)3,[box]NaMnFe2(PO4)3,20.0,,,,,,,,,,
R141067,Alluaudite,532,Processed,Alluaudite__R141067__Broad_Scan__532__0__unoriented__Raman_Data_Processed__7f39a5e2fcdf3c9e3ac07751143b.txt,False,Phosphate,[box]NaMnFe2(PO4)3,[box]NaMnFe2(PO4)3,20.0,,,,,,,,,,
R160080,Alluaudite,532,Processed,Alluaudite__R160080__Broad_Scan__532__0__unoriented__Raman_Data_Processed__66e92d589bef3210e1e09965be5c.txt,False,Phosphate,[box]NaMnFe2(PO4)3,[box]NaMnFe2(PO4)3,20.0,,,,,,,,,,
R160081,Alluaudite,532,Processed,Alluaudite__R160081__Broad_Scan__532__0__unoriented__Raman_Data_Processed__1bc538587d9cec0e276b9feffde4.txt,False,Phosphate,[box]NaMnFe2(PO4)3,[box]NaMnFe2(PO4)3,20.0,,,,,,,,,,
R160082,Alluaudite,532,Processed,Alluaudite__R160082__Broad_Scan__532__0__unoriented__Raman_Data_Processed__e60b4ee6e4e1eaa867835b94981f.txt,False,Phosphate,[box]NaMnFe2(PO4)3,[box]NaMnFe2(PO4)3,5.0,,,,,,,,,,
R040076,Almandine,514,Processed,Almandine__R040076-3__Raman__514__0-000__depolarized__Raman_Data_Processed__44c8f559646cfaf764ad12a97535.txt,True,Silicate,Fe3Al2(SiO4)3,Al2Fe3(SiO4)3,4.0,2.195,31.727859649999996,3.641399999999999,3.641399999999999,3.641399999999999,1.0,False,-2.86078800175,-2.86078800175,1.0
R040079,Almandine,514,Processed,Almandine__R040079-3__Raman__514__0-000__depolarized__Raman_Data_Processed__d017524a0588295588515117f749.txt,True,Silicate,Fe3Al2(SiO4)3,Al2Fe3(SiO4)3,4.0,2.195,31.727859649999996,3.641399999999999,3.641399999999999,3.641399999999999,1.0,False,-2.86078800175,-2.86078800175,1.0
R040168,Almandine,514,Processed,Almandine__R040168-3__Raman__514__0-000__depolarized__Raman_Data_Processed__a78a395f150ae0d41d9e48606e57.txt,True,Silicate,Fe3Al2(SiO4)3,Al2Fe3(SiO4)3,4.0,2.195,31.727859649999996,3.641399999999999,3.641399999999999,3.641399999999999,1.0,False,-2.86078800175,-2.86078800175,1.0
R050029,Almandine,514,Processed,Almandine__R050029-3__Raman__514__0-000__depolarized__Raman_Data_Processed__805a1439c06709c470d81837af5b.txt,True,Silicate,Fe3Al2(SiO4)3,Al2Fe3(SiO4)3,4.0,2.195,31.727859649999996,3.641399999999999,3.641399999999999,3.641399999999999,1.0,False,-2.86078800175,-2.86078800175,1.0
R060099,Almandine,514,Processed,Almandine__R060099-3__Raman__514__0-000__depolarized__Raman_Data_Processed__bad1171e31402b91eaac73eb85a9.txt,False,Silicate,Fe3Al2(SiO4)3,Al2Fe3(SiO4)3,4.0,2.195,31.727859649999996,3.641399999999999,3.641399999999999,3.641399999999999,1.0,False,-2.86078800175,-2.86078800175,1.0
R060450,Almandine,514,Processed,Almandine__R060450-3__Raman__514__0-000__depolarized__Raman_Data_Processed__a2db5a708bbc23fc31554121f760.txt,True,Silicate,Fe3Al2(SiO4)3,Al2Fe3(SiO4)3,4.0,2.195,31.727859649999996,3.641399999999999,3.641399999999999,3.641399999999999,1.0,False,-2.86078800175,-2.86078800175,1.0
R070129,Almandine,514,Processed,Almandine__R070129-3__Raman__514__0-000__depolarized__Raman_Data_Processed__1f13282eef0dd167e5021c16a18b.txt,True,Silicate,Fe3Al2(SiO4)3,Al2Fe3(SiO4)3,4.0,2.195,31.727859649999996,3.641399999999999,3.641399999999999,3.641399999999999,1.0,False,-2.86078800175,-2.86078800175,1.0
R100046,Almandine,532,Processed,Almandine__R100046__Raman__532______Raman_Data_Processed__4f4e60a5c791442bdf4b5a7d2fcc.txt,False,Silicate,Fe3Al2(SiO4)3,Al2Fe3(SiO4)3,4.0,2.195,31.727859649999996,3.641399999999999,3.641399999999999,3.641399999999999,1.0,False,-2.86078800175,-2.86078800175,1.0
R120145,Almandine,532,Processed,Almandine__R120145__Broad_Scan__532__0__unoriented__Raman_Data_Processed__a852aa54d60ca0f8d65d4f43b107.txt,False,Silicate,Fe3Al2(SiO4)3,Al2Fe3(SiO4)3,4.0,2.195,31.727859649999996,3.641399999999999,3.641399999999999,3.641399999999999,1.0,False,-2.86078800175,-2.86078800175,1.0
R120152,Almandine,532,Processed,Almandine__R120152__Broad_Scan__532__0__unoriented__Raman_Data_Processed__f424b375d5232bc12074c99fc9cc.txt,False,Silicate,Fe3Al2(SiO4)3,Al2Fe3(SiO4)3,4.0,2.195,31.727859649999996,3.641399999999999,3.641399999999999,3.641399999999999,1.0,False,-2.86078800175,-2.86078800175,1.0
R190023,Almandine,532,Processed,Almandine__R190023__Broad_Scan__532__0__unoriented__Raman_Data_Processed__00d28851be17e7d170ed3c7f118b.txt,False,Silicate,Fe3Al2(SiO4)3,Al2Fe3(SiO4)3,4.0,2.195,31.727859649999996,3.641399999999999,3.641399999999999,3.641399999999999,1.0,False,-2.86078800175,-2.86078800175,1.0
,Alpha-Dlactosemonohydrate,532,Processed,Alpha-Dlactosemonohydrate__D120008__Broad_Scan__532__0__unoriented__Raman_Data_Processed__5be8d582c06c8e1366a2a3531674.txt,False,Unknown,,,,,,,,,,,,,
R141118,AlSO4(OH),532,Processed,AlSO4(OH)__R141118__Raman__532______Raman_Data_Processed__6fd30e1a9e6541db16e80330c969.txt,False,Unknown,,,,,,,,,,,,,
R050483,Alstonite,532,Processed,Alstonite__R050483__Broad_Scan__532__0__unoriented__Raman_Data_Processed__fcd9dfd22efcaf4542f8a57cc1a8.txt,False,Carbonate,BaCa(CO3)2,BaCa(CO3)2,4.0,1.9699999999999998,51.353775000000006,4.621899999999999,4.126200000000001,4.687,3.0,False,-2.6893684835,-2.6920236765,3.0
R090049,Alstonite,532,Processed,Alstonite__R090049__Broad_Scan__532__0__unoriented__Raman_Data_Processed__c49ca5041e24cc042529122c79c8.txt,False,Carbonate,BaCa(CO3)2,BaCa(CO3)2,4.0,1.9699999999999998,51.353775000000006,4.621899999999999,4.126200000000001,4.687,3.0,False,-2.6893684835,-2.6920236765,3.0
R060939,Altaite,532,RAW,Altaite__R060939__Broad_Scan__532__0__unoriented__Raman_Data_Raw__7c9ed97d372695937361a54fa4ef.txt,False,Mixed/Other,PbTe,TePb,2.0,2.215,167.39999999999998,0.7639,0.4135,1.1150000000000002,4.0,False,-0.3399490887500001,-0.4049589450000002,5.0
R180005,Alterite,532,Processed,Alterite__R180005__Broad_Scan__532__0__unoriented__Raman_Data_Processed__8714a4a78c86ae010b25764aec25.txt,False,Sulfate,Zn2Fe4(SO4)4(C2O4)2(OH)417H2O,Zn2Fe4H419C4(S2O221)2,6.0,2.375,30.389506666666673,,,,,,,,
R070113,Althausite,532,Processed,Althausite__R070113__Raman__532______Raman_Data_Processed__43a91d37b9d8315ab2fdaa72bdc7.txt,False,Phosphate,"Mg4(PO4)2(OH,O)(F,[box])","Mg4(PO4)2(OH,O)(F,[box])",1.0,1.31,24.305,,,,,,,,
R040134,Alum-(K),514,Processed,Alum-(K)__R040134__Raman__514______Raman_Data_Processed__f5ff5ebded889f3450d8231d8a0c.txt,True,Sulfate,KAl(SO4)212H2O,KAlH2S212O849,5.0,2.13,23.03043572,,,,,,,,
R060014,Alum-(K),532,Processed,Alum-(K)__R060014__Raman__532______Raman_Data_Processed__1a36691e599dc66d74486a2669b8.txt,True,Sulfate,KAl(SO4)212H2O,KAlH2S212O849,5.0,2.13,23.03043572,,,,,,,,
R060528,Alum-(K),532,Processed,Alum-(K)__R060528__Raman__532______Raman_Data_Processed__4a34d8d8c808e21f7abb32c2387c.txt,False,Sulfate,KAl(SO4)212H2O,KAlH2S212O849,5.0,2.13,23.03043572,,,,,,,,
R110204,Alum-(Na),532,Processed,Alum-(Na)__R110204__Broad_Scan__532__0__unoriented__Raman_Data_Processed__77fef62894442f9aae8e777beb5f.txt,False,Sulfate,NaAl(SO4)212H2O,NaAlH2S212O849,5.0,2.152,19.808729575999998,,,,,,,,
R060691,Aluminite,785,Processed,Aluminite__R060691__Broad_Scan__785__0__unoriented__Raman_Data_Processed__e837931501caa6cb23d69417142c.txt,False,Sulfate,Al2(SO4)(OH)47H2O,Al2H49SO52,4.0,2.4575000000000005,19.01346965,,,,,,,,
R070230,Aluminium,532,Processed,Aluminium__R070230__Raman__532______Raman_Data_Processed__011b43bf5986c6722d7d303838fa.txt,False,Mixed/Other,Al,Al,1.0,1.61,26.9815386,0.0,0.0,0.0,3.0,True,0.0201491325000002,0.0,3.0
R061067,Alumohydrocalcite,532,Processed,Alumohydrocalcite__R061067__Raman__532______Raman_Data_Processed__f30fa7c6ca0086e38814801a560a.txt,False,Carbonate,CaAl2(CO3)2(OH)44H2O,CaAl2H46C2O51,5.0,2.16,19.21551572,,,,,,,,
R070516,Alumohydrocalcite,532,Processed,Alumohydrocalcite__R070516__Raman__532______Raman_Data_Processed__54643a50c16c52b67c6670c2bedf.txt,False,Carbonate,CaAl2(CO3)2(OH)44H2O,CaAl2H46C2O51,5.0,2.16,19.21551572,,,,,,,,
R070041,Alumoklyuchevskite,780,Processed,Alumoklyuchevskite__R070041__Broad_Scan__780__0__unoriented__Raman_Data_Processed__bcfb1a0e6a3009612878c3f8451d.txt,False,Sulfate,K3Cu3AlO2(SO4)4,K3AlCu3(S2O9)2,5.0,2.07,35.53804772,,,,,,,,
R250021,Alumolukrahnite,532,Processed,Alumolukrahnite__R250021__Raman__532______Raman_Data_Processed__8ff395f4635ac39dc324196e7cb0.txt,False,Sulfate,CaCuAl(AsO4)2(OH)(H2O),CaAlCuAs2H3O10,6.0,2.0549999999999997,37.089079766666664,,,,,,,,
R060430,Alunite,532,Processed,Alunite__R060430__Raman__532______Raman_Data_Processed__5630cf6c79092a9c849b0a5ef337.txt,True,Sulfate,KAl3(SO4)2(OH)6,KAl3H6(SO7)2,5.0,2.13,23.03043572,5.316800000000001,5.316800000000001,5.316800000000001,1.0,False,-2.310338044051731,-2.310338044051731,1.0
R070448,Alunite,532,Processed,Alunite__R070448__Raman__532______Raman_Data_Processed__262e7236c578e56c3cc4ac44a46d.txt,False,Sulfate,KAl3(SO4)2(OH)6,KAl3H6(SO7)2,5.0,2.13,23.03043572,5.316800000000001,5.316800000000001,5.316800000000001,1.0,False,-2.310338044051731,-2.310338044051731,1.0
R060015,Alunogen,532,Processed,Alunogen__R060015__Raman__532______Raman_Data_Processed__704a4fbb48a0ea55e8398587c235.txt,True,Sulfate,Al2(SO4)3(H2O)125H2O,Al2H252(SO46)3,4.0,2.4575000000000005,19.01346965,,,,,,,,
R070601,Alunogen,532,Processed,Alunogen__R070601__Broad_Scan__532__0__unoriented__Raman_Data_Processed__692033e1a1a904e68a780ec0dfe1.txt,False,Sulfate,Al2(SO4)3(H2O)125H2O,Al2H252(SO46)3,4.0,2.4575000000000005,19.01346965,,,,,,,,
R050153,Amarantite,514,Processed,Amarantite__R050153__Raman__514______Raman_Data_Processed__b8adcb917df86a856e2cd58ff640.txt,True,Sulfate,Fe2O(SO4)27H2O,Fe2H2S27O110,4.0,2.5125,26.229335,,,,,,,,
R060569,Amber,532,Processed,Amber__R060569__Raman__532______Raman_Data_Processed__c651991653f90e1501db3b8ec087.txt,False,Unknown,,,,,,,,,,,,,
R040006,Amblygonite,514,Processed,Amblygonite__R040006-3__Raman__514__0-000__depolarized__Raman_Data_Processed__f4bcb4a1ce62ebd0cef9e3012df2.txt,True,Phosphate,LiAl(PO4)F,LiAlPO4F,5.0,2.44,19.978820759999998,5.9118,5.9118,5.9118,1.0,False,-3.139569032916607,-3.139569032916607,1.0
R040067,Amblygonite,514,Processed,Amblygonite__R040067__Raman__514______Raman_Data_Processed__3e934c0ac4e748241d0b414de2dc.txt,True,Phosphate,LiAl(PO4)F,LiAlPO4F,5.0,2.44,19.978820759999998,5.9118,5.9118,5.9118,1.0,False,-3.139569032916607,-3.139569032916607,1.0
,Amblygonite,785,Processed,Amblygonite__X050012-3__Raman__785______Raman_Data_Processed__765f4b5ec9f9fe46a32bd1ca9775.txt,False,Phosphate,LiAl(PO4)F,LiAlPO4F,5.0,2.44,19.978820759999998,5.9118,5.9118,5.9118,1.0,False,-3.139569032916607,-3.139569032916607,1.0
R060643,Ameghinite,532,Processed,Ameghinite__R060643__Raman__532______Raman_Data_Processed__77f9322432bca3b68465b145b8d3.txt,True,Oxide,NaB3O3(OH)4,NaB3H4O7,4.0,2.1525,12.70202732,5.3518,5.3518,5.3518,1.0,False,-2.2440380133820006,-2.2440380133820006,1.0
R070116,Amesite,785,Processed,Amesite__R070116__Broad_Scan__785__0__unoriented__Raman_Data_Processed__97fbaa6baf3cc87b3c347dac2aa0.txt,False,Silicate,Mg2Al(AlSiO5)(OH)4,Mg2Al2SiH4O9,5.0,2.092,19.27587572,5.0539000000000005,5.0539000000000005,5.0539000000000005,1.0,False,-2.7192759183738886,-2.7192759183738886,1.0
R070132,Amesite,514,Processed,Amesite__R070132-3__Raman__514__0-000__depolarized__Raman_Data_Processed__ac29e29053dd5b271bbba639e1ef.txt,True,Silicate,Mg2Al(AlSiO5)(OH)4,Mg2Al2SiH4O9,5.0,2.092,19.27587572,5.0539000000000005,5.0539000000000005,5.0539000000000005,1.0,False,-2.7192759183738886,-2.7192759183738886,1.0
R080066,Amicite,532,Processed,Amicite__R080066__Broad_Scan__532__0__unoriented__Raman_Data_Processed__31427af26d2e05fe2dc18c1d93c7.txt,False,Silicate,K2Na2(Al4Si4O16)5H2O,K2Na2Al20Si20H2O81,6.0,1.8166666666666664,22.36040798,,,,,,,,
R100055,Aminoffite,532,Processed,Aminoffite__R100055__Raman__532______Raman_Data_Processed__af74aedf081b04b997b84106962a.txt,False,Silicate,Ca3(BeOH)2Si3O10,Ca3Be2Si3(HO6)2,5.0,2.0220000000000002,18.8366044,5.0047,5.0047,5.0047,1.0,False,-3.1168597014654558,-3.1168597014654558,1.0
R120154,Ammineite,532,Processed,Ammineite__R120154__Broad_Scan__532__0__unoriented__Raman_Data_Processed__e9112d1872abcf3cbc3392a13278.txt,False,Halide,CuCl22NH3,CuH3NCl22,4.0,2.575,28.50341,,,,,,,,
R120155,Ammineite,532,Processed,Ammineite__R120155__Broad_Scan__532__0__unoriented__Raman_Data_Processed__240b6552bd814a49a21cdb16651c.txt,False,Halide,CuCl22NH3,CuH3NCl22,4.0,2.575,28.50341,,,,,,,,
R060873,Ammonioalunite,532,Processed,Ammonioalunite__R060873__Broad_Scan__532__0__unoriented__Raman_Data_Processed__5d6c77b68bc1c773f624b17e47b1.txt,True,Sulfate,(NH4)Al3(SO4)2(OH)6,Al3H10S2NO14,5.0,2.574,18.01211572,,,,,,,,
R060408,Ammoniojarosite,532,Processed,Ammoniojarosite__R060408__Raman__532______Raman_Data_Processed__737ecc71a4efa8edb76211b5b89e.txt,False,Sulfate,(NH4)Fe3(SO4)2(OH)6,Fe3H10S2NO14,5.0,2.618,23.784807999999998,1.8935,1.8935,1.8935,1.0,False,-1.6143392654735,-1.6143392654735,1.0
R060104,Ammonioleucite,785,Processed,Ammonioleucite__R060104__Raman__785______Raman_Data_Processed__68cf19d0d6c7866b0a6a2d0b04cf.txt,False,Silicate,(NH4)(AlSi2O6),AlSi2H4NO6,5.0,2.4379999999999997,17.21621572,,,,,,,,
R200003,Ammoniomathesiusite,532,Processed,Ammoniomathesiusite__R200003__Raman__532______Raman_Data_Processed__ad42f9a4e523d58adca82145ff01.txt,False,Sulfate,(NH4)5(UO2)4(SO4)4(VO5)4H2O,U4V4H22S4(NO9)5,6.0,2.3783333333333334,58.67490833333333,,,,,,,,
R250022,Ammoniomathesiusite,785,Processed,Ammoniomathesiusite__R250022__Raman__785______Raman_Data_Processed__39433684b7ae3056f98e37afbe99.txt,False,Sulfate,(NH4)5(UO2)4(SO4)4(VO5)4H2O,U4V4H22S4(NO9)5,6.0,2.3783333333333334,58.67490833333333,,,,,,,,
R250023,Ammoniozippeite,785,Processed,Ammoniozippeite__R250023__Raman__785______Raman_Data_Processed__d33ea5b79427355a1970c30b9c8e.txt,True,Sulfate,(NH4)2[(UO2)2(SO4)O2]H2O,U2H10SN2O11,5.0,2.528,60.22158999999999,,,,,,,,
R110203,Amphibole,532,Processed,Amphibole__R110203__Broad_Scan__532__0__unoriented__Raman_Data_Processed__c972c097f31f50739a7222453af8.txt,False,Unknown,,,,,,,,,,,,,
R250028,Amurselite,785,Processed,Amurselite__R250028__Raman__785______Raman_Data_Processed__2907ff4369ef5715ad13452df0c7.txt,False,Oxide,(NH4)2(UO2)5(SeO3)3O2(OH)2(H2O)8H2O,U5H28Se3(NO16)2,5.0,2.522,69.60058999999998,,,,,,,,
R040128,Analcime,514,Processed,Analcime__R040128-3__Raman__514__0-000__depolarized__Raman_Data_Processed__3cf05fd7b58b44a3aa9389aa5fee.txt,True,Silicate,Na(AlSi2O6)H2O,NaAlSi2H2O7,5.0,2.0159999999999996,19.012829575999998,4.7533,4.7533,4.7533,1.0,False,-2.7586867461338467,-2.7586867461338467,1.0
R050094,Analcime,514,Processed,Analcime__R050094-3__Raman__514__0-000__depolarized__Raman_Data_Processed__d76a54255174029a11348bebe577.txt,True,Silicate,Na(AlSi2O6)H2O,NaAlSi2H2O7,5.0,2.0159999999999996,19.012829575999998,4.7533,4.7533,4.7533,1.0,False,-2.7586867461338467,-2.7586867461338467,1.0
R060023,Analcime,514,Processed,Analcime__R060023-3__Raman__514__0-000__depolarized__Raman_Data_Processed__20775cf611f5f7d095e9bff3eefa.txt,True,Silicate,Na(AlSi2O6)H2O,NaAlSi2H2O7,5.0,2.0159999999999996,19.012829575999998,4.7533,4.7533,4.7533,1.0,False,-2.7586867461338467,-2.7586867461338467,1.0
R120095,Analcime,532,Processed,Analcime__R120095__Broad_Scan__532__0__unoriented__Raman_Data_Processed__d743bb8f7a2fa3103d4dc799c4d1.txt,False,Silicate,Na(AlSi2O6)H2O,NaAlSi2H2O7,5.0,2.0159999999999996,19.012829575999998,4.7533,4.7533,4.7533,1.0,False,-2.7586867461338467,-2.7586867461338467,1.0
R050510,Anapaite,532,Processed,Anapaite__R050510__Broad_Scan__532__0__unoriented__Raman_Data_Processed__423e0aa18e93069c1e3d18d1d1be.txt,True,Phosphate,Ca2Fe(PO4)24H2O,Ca2FeP24H2O97,5.0,2.132,28.7808204,,,,,,,,
R141081,Anapaite,532,Processed,Anapaite__R141081__Raman__532______Raman_Data_Processed__5bb78cf27cc3aef97eb03d62a9b3.txt,False,Phosphate,Ca2Fe(PO4)24H2O,Ca2FeP24H2O97,5.0,2.132,28.7808204,,,,,,,,
R060277,Anatase,514,Processed,Anatase__R060277-3__Raman__514__0-000__depolarized__Raman_Data_Processed__b2e3d3a0bbac0670b7ee9f0cd77e.txt,False,Oxide,TiO2,TiO2,2.0,2.49,31.9332,2.3165,1.7809999999999997,3.4299,23.0,False,-3.428238727638888,-3.518830980555555,39.0
R070582,Anatase,532,Processed,Anatase__R070582__Raman__532______Raman_Data_Processed__9c17b7f5b9b8ac0243d6d2b35f17.txt,False,Oxide,TiO2,TiO2,2.0,2.49,31.9332,2.3165,1.7809999999999997,3.4299,23.0,False,-3.428238727638888,-3.518830980555555,39.0
R120013,Anatase,532,Processed,Anatase__R120013__Broad_Scan__532__0__unoriented__Raman_Data_Processed__67134cba7ea0ebb6d2cc7f235d77.txt,False,Oxide,TiO2,TiO2,2.0,2.49,31.9332,2.3165,1.7809999999999997,3.4299,23.0,False,-3.428238727638888,-3.518830980555555,39.0
R120064,Anatase,532,Processed,Anatase__R120064__Broad_Scan__532__0__unoriented__Raman_Data_Processed__00e12f11baaa178890f7c251fe70.txt,False,Oxide,TiO2,TiO2,2.0,2.49,31.9332,2.3165,1.7809999999999997,3.4299,23.0,False,-3.428238727638888,-3.518830980555555,39.0
R060218,Ancylite-(Ce),532,Processed,Ancylite-(Ce)__R060218__Raman__532______Raman_Data_Processed__e3796f99f857687d0cd6346938f3.txt,True,Carbonate,CeSr(CO3)2(OH)H2O,SrCeH3(CO4)2,5.0,2.0520000000000005,51.35080800000001,,,,,,,,
R050258,Andalusite,514,Processed,Andalusite__R050258-3__Raman__514__0-000__depolarized__Raman_Data_Processed__ee631512f22fc01029bf4b8852a2.txt,True,Silicate,Al2SiO5,Al2SiO5,3.0,2.3166666666666664,23.688812866666666,5.4038,4.835500000000001,5.544199999999999,5.0,False,-3.2912664301562486,-3.3910881448437493,7.0
R050449,Andalusite,514,Processed,Andalusite__R050449-3__Raman__514__0-000__depolarized__Raman_Data_Processed__b0d5575725f20321799597e65b6a.txt,True,Silicate,Al2SiO5,Al2SiO5,3.0,2.3166666666666664,23.688812866666666,5.4038,4.835500000000001,5.544199999999999,5.0,False,-3.2912664301562486,-3.3910881448437493,7.0
R050561,Andalusite,514,Processed,Andalusite__R050561-3__Raman__514__0-000__depolarized__Raman_Data_Processed__d445368e2fdc7f1757bcdd0be91f.txt,True,Silicate,Al2SiO5,Al2SiO5,3.0,2.3166666666666664,23.688812866666666,5.4038,4.835500000000001,5.544199999999999,5.0,False,-3.2912664301562486,-3.3910881448437493,7.0
R050626,Andalusite,514,Processed,Andalusite__R050626-3__Raman__514__0-000__depolarized__Raman_Data_Processed__11f7cc2d96924cc2684d5d4c6247.txt,True,Silicate,Al2SiO5,Al2SiO5,3.0,2.3166666666666664,23.688812866666666,5.4038,4.835500000000001,5.544199999999999,5.0,False,-3.2912664301562486,-3.3910881448437493,7.0
R060197,Andalusite,514,Processed,Andalusite__R060197-3__Raman__514__0-000__depolarized__Raman_Data_Processed__c6bb568b79e98587544dc30ab0ec.txt,False,Silicate,Al2SiO5,Al2SiO5,3.0,2.3166666666666664,23.688812866666666,5.4038,4.835500000000001,5.544199999999999,5.0,False,-3.2912664301562486,-3.3910881448437493,7.0
R060212,Andalusite,514,Processed,Andalusite__R060212-3__Raman__514__0-000__depolarized__Raman_Data_Processed__8f83d5d933d1ac9c97ff9658e9c9.txt,True,Silicate,Al2SiO5,Al2SiO5,3.0,2.3166666666666664,23.688812866666666,5.4038,4.835500000000001,5.544199999999999,5.0,False,-3.2912664301562486,-3.3910881448437493,7.0
R080133,Andersonite,532,Processed,Andersonite__R080133__Broad_Scan__532__0__unoriented__Raman_Data_Processed__d88b8ee10a9643f65877dabc3351.txt,False,Carbonate,Na2Ca(UO2)(CO3)35-6H2O,Na2Ca(UO2)(CO3)35-6H2O,6.0,,,,,,,,,,
R040001,Andradite,514,Processed,Andradite__R040001-3__Raman__514__0-000__depolarized__Raman_Data_Processed__f341ebf3eec8200c7998ebf4dc96.txt,True,Silicate,Ca3Fe2(SiO4)3,Ca3Fe2(SiO4)3,4.0,2.0425,35.001975,2.6134000000000004,2.6134000000000004,2.6134000000000004,1.0,False,-3.077581426000001,-3.077581426000001,1.0
R050256,Andradite,514,Processed,Andradite__R050256-3__Raman__514__0-000__depolarized__Raman_Data_Processed__976f3f2f7bc2a881692e97ec29f6.txt,True,Silicate,Ca3Fe2(SiO4)3,Ca3Fe2(SiO4)3,4.0,2.0425,35.001975,2.6134000000000004,2.6134000000000004,2.6134000000000004,1.0,False,-3.077581426000001,-3.077581426000001,1.0
R050311,Andradite,514,Processed,Andradite__R050311-3__Raman__514__0-000__depolarized__Raman_Data_Processed__fe924979964b7c02bff17258c7af.txt,True,Silicate,Ca3Fe2(SiO4)3,Ca3Fe2(SiO4)3,4.0,2.0425,35.001975,2.6134000000000004,2.6134000000000004,2.6134000000000004,1.0,False,-3.077581426000001,-3.077581426000001,1.0
R050377,Andradite,514,Processed,Andradite__R050377-3__Raman__514__0-000__depolarized__Raman_Data_Processed__76b958ea3371e4349a03a2e255bc.txt,True,Silicate,Ca3Fe2(SiO4)3,Ca3Fe2(SiO4)3,4.0,2.0425,35.001975,2.6134000000000004,2.6134000000000004,2.6134000000000004,1.0,False,-3.077581426000001,-3.077581426000001,1.0
R060326,Andradite,514,Processed,Andradite__R060326-3__Raman__514__0-000__depolarized__Raman_Data_Processed__71b1836d6cc42cef905cd414212d.txt,True,Silicate,Ca3Fe2(SiO4)3,Ca3Fe2(SiO4)3,4.0,2.0425,35.001975,2.6134000000000004,2.6134000000000004,2.6134000000000004,1.0,False,-3.077581426000001,-3.077581426000001,1.0
R060350,Andradite,514,Processed,Andradite__R060350-3__Raman__514__0-000__depolarized__Raman_Data_Processed__cb267cdf042253d89a8cd3b4751f.txt,True,Silicate,Ca3Fe2(SiO4)3,Ca3Fe2(SiO4)3,4.0,2.0425,35.001975,2.6134000000000004,2.6134000000000004,2.6134000000000004,1.0,False,-3.077581426000001,-3.077581426000001,1.0
R060358,Andradite,514,Processed,Andradite__R060358-3__Raman__514__0-000__depolarized__Raman_Data_Processed__9586c42a74ebb36805b61f3ad5cc.txt,True,Silicate,Ca3Fe2(SiO4)3,Ca3Fe2(SiO4)3,4.0,2.0425,35.001975,2.6134000000000004,2.6134000000000004,2.6134000000000004,1.0,False,-3.077581426000001,-3.077581426000001,1.0
R060423,Andradite,514,Processed,Andradite__R060423-3__Raman__514__0-000__depolarized__Raman_Data_Processed__37b0d3d2251271fbef30f8033804.txt,True,Silicate,Ca3Fe2(SiO4)3,Ca3Fe2(SiO4)3,4.0,2.0425,35.001975,2.6134000000000004,2.6134000000000004,2.6134000000000004,1.0,False,-3.077581426000001,-3.077581426000001,1.0
R060449,Andradite,514,Processed,Andradite__R060449-3__Raman__514__0-000__depolarized__Raman_Data_Processed__d9c4c41c57eb50d1bcd07a2e4aac.txt,True,Silicate,Ca3Fe2(SiO4)3,Ca3Fe2(SiO4)3,4.0,2.0425,35.001975,2.6134000000000004,2.6134000000000004,2.6134000000000004,1.0,False,-3.077581426000001,-3.077581426000001,1.0
R070722,Andradite,780,Processed,Andradite__R070722__Broad_Scan__780__0__unoriented__Raman_Data_Processed__25d26ba74b3c1188c4edab5821af.txt,False,Silicate,Ca3Fe2(SiO4)3,Ca3Fe2(SiO4)3,4.0,2.0425,35.001975,2.6134000000000004,2.6134000000000004,2.6134000000000004,1.0,False,-3.077581426000001,-3.077581426000001,1.0
R100049,Andradite,532,Processed,Andradite__R100049__Raman__532______Raman_Data_Processed__ba920544d54dfed013ea98571f97.txt,False,Silicate,Ca3Fe2(SiO4)3,Ca3Fe2(SiO4)3,4.0,2.0425,35.001975,2.6134000000000004,2.6134000000000004,2.6134000000000004,1.0,False,-3.077581426000001,-3.077581426000001,1.0
